time_s,Z,N,E,H
19.92,163.946867,-424.123333,-1519.838867,-8587.918533
19.93,161.946867,-423.123333,-1521.838867,-8443.918533
19.94,164.946867,-433.123333,-1521.838867,-8295.918533
19.95,174.946867,-446.123333,-1537.838867,-8140.918533
19.96,175.946867,-449.123333,-1543.838867,-7988.918533
19.97,173.946867,-457.123333,-1556.838867,-7837.918533
19.98,180.946867,-464.123333,-1559.838867,-7688.918533
19.99,183.946867,-471.123333,-1566.838867,-7533.918533
20.00,186.946867,-482.123333,-1573.838867,-7382.918533
20.01,190.946867,-491.123333,-1596.838867,-7231.918533
20.02,196.946867,-497.123333,-1599.838867,-7080.918533
20.03,192.946867,-507.123333,-1595.838867,-6927.918533
20.04,197.946867,-510.123333,-1603.838867,-6782.918533
20.05,198.946867,-521.123333,-1604.838867,-6643.918533
20.06,198.946867,-528.123333,-1607.838867,-6503.918533
20.07,200.946867,-542.123333,-1620.838867,-6372.918533
20.08,203.946867,-550.123333,-1629.838867,-6251.918533
20.09,207.946867,-568.123333,-1640.838867,-6133.918533
20.10,206.946867,-574.123333,-1641.838867,-6015.918533
20.11,211.946867,-588.123333,-1647.838867,-5905.918533
20.12,206.946867,-592.123333,-1667.838867,-5791.918533
20.13,211.946867,-605.123333,-1676.838867,-5667.918533
20.14,214.946867,-609.123333,-1677.838867,-5543.918533
20.15,210.946867,-630.123333,-1688.838867,-5422.918533
20.16,210.946867,-640.123333,-1696.838867,-5308.918533
20.17,211.946867,-652.123333,-1702.838867,-5196.918533
20.18,213.946867,-661.123333,-1707.838867,-5092.918533
20.19,213.946867,-669.123333,-1719.838867,-4999.918533
20.20,211.946867,-674.123333,-1719.838867,-4914.918533
20.21,214.946867,-693.123333,-1721.838867,-4839.918533
20.22,209.946867,-712.123333,-1725.838867,-4767.918533
20.23,209.946867,-722.123333,-1722.838867,-4704.918533
20.24,206.946867,-742.123333,-1721.838867,-4650.918533
20.25,206.946867,-760.123333,-1721.838867,-4593.918533
20.26,204.946867,-776.123333,-1722.838867,-4539.918533
20.27,204.946867,-789.123333,-1726.838867,-4491.918533
20.28,199.946867,-814.123333,-1732.838867,-4439.918533
20.29,196.946867,-827.123333,-1727.838867,-4384.918533
20.30,200.946867,-843.123333,-1734.838867,-4333.918533
20.31,194.946867,-862.123333,-1730.838867,-4281.918533
20.32,193.946867,-874.123333,-1724.838867,-4229.918533
20.33,190.946867,-892.123333,-1720.838867,-4179.918533
20.34,187.946867,-904.123333,-1716.838867,-4135.918533
20.35,184.946867,-924.123333,-1708.838867,-4091.918533
20.36,183.946867,-940.123333,-1707.838867,-4060.918533
20.37,173.946867,-963.123333,-1708.838867,-4029.918533
20.38,175.946867,-976.123333,-1699.838867,-3986.918533
20.39,169.946867,-990.123333,-1698.838867,-3944.918533
20.40,167.946867,-1006.123333,-1699.838867,-3901.918533
20.41,161.946867,-1022.123333,-1702.838867,-3853.918533
20.42,156.946867,-1036.123333,-1701.838867,-3801.918533
20.43,155.946867,-1046.123333,-1695.838867,-3757.918533
20.44,151.946867,-1061.123333,-1704.838867,-3724.918533
20.45,150.946867,-1071.123333,-1701.838867,-3689.918533
20.46,151.946867,-1088.123333,-1700.838867,-3650.918533
20.47,143.946867,-1090.123333,-1699.838867,-3620.918533
20.48,136.946867,-1106.123333,-1708.838867,-3593.918533
20.49,133.946867,-1114.123333,-1707.838867,-3572.918533
20.50,130.946867,-1122.123333,-1713.838867,-3550.918533
20.51,119.946867,-1139.123333,-1721.838867,-3526.918533
20.52,121.946867,-1156.123333,-1729.838867,-3506.918533
20.53,115.946867,-1164.123333,-1720.838867,-3472.918533
20.54,109.946867,-1173.123333,-1735.838867,-3441.918533
20.55,106.946867,-1188.123333,-1746.838867,-3411.918533
20.56,103.946867,-1198.123333,-1757.838867,-3383.918533
20.57,104.946867,-1208.123333,-1762.838867,-3361.918533
20.58,98.946867,-1222.123333,-1764.838867,-3333.918533
20.59,93.946867,-1227.123333,-1776.838867,-3313.918533
20.60,88.946867,-1243.123333,-1777.838867,-3289.918533
20.61,86.946867,-1246.123333,-1782.838867,-3274.918533
20.62,81.946867,-1261.123333,-1786.838867,-3263.918533
20.63,72.946867,-1269.123333,-1792.838867,-3260.918533
20.64,71.946867,-1285.123333,-1796.838867,-3257.918533
20.65,66.946867,-1303.123333,-1802.838867,-3265.918533
20.66,59.946867,-1315.123333,-1807.838867,-3263.918533
20.67,60.946867,-1324.123333,-1814.838867,-3256.918533
20.68,56.946867,-1332.123333,-1815.838867,-3251.918533
20.69,52.946867,-1345.123333,-1823.838867,-3258.918533
20.70,46.946867,-1360.123333,-1832.838867,-3275.918533
20.71,47.946867,-1375.123333,-1832.838867,-3292.918533
20.72,45.946867,-1388.123333,-1834.838867,-3307.918533
20.73,39.946867,-1389.123333,-1845.838867,-3324.918533
20.74,38.946867,-1408.123333,-1850.838867,-3342.918533
20.75,23.946867,-1417.123333,-1853.838867,-3353.918533
20.76,23.946867,-1426.123333,-1858.838867,-3367.918533
20.77,28.946867,-1430.123333,-1863.838867,-3387.918533
20.78,21.946867,-1446.123333,-1868.838867,-3416.918533
20.79,16.946867,-1453.123333,-1874.838867,-3438.918533
20.80,11.946867,-1463.123333,-1883.838867,-3456.918533
20.81,12.946867,-1472.123333,-1890.838867,-3479.918533
20.82,13.946867,-1481.123333,-1885.838867,-3498.918533
20.83,4.946867,-1496.123333,-1889.838867,-3513.918533
20.84,-3.053133,-1495.123333,-1888.838867,-3528.918533
20.85,-1.053133,-1504.123333,-1890.838867,-3544.918533
20.86,-2.053133,-1507.123333,-1892.838867,-3552.918533
20.87,-4.053133,-1512.123333,-1897.838867,-3561.918533
20.88,-4.053133,-1519.123333,-1909.838867,-3568.918533
20.89,-4.053133,-1525.123333,-1901.838867,-3570.918533
20.90,-13.053133,-1529.123333,-1891.838867,-3574.918533
20.91,-11.053133,-1538.123333,-1891.838867,-3583.918533
20.92,-12.053133,-1543.123333,-1900.838867,-3585.918533
20.93,-11.053133,-1542.123333,-1894.838867,-3592.918533
20.94,-13.053133,-1547.123333,-1889.838867,-3607.918533
20.95,-15.053133,-1552.123333,-1894.838867,-3619.918533
20.96,-15.053133,-1550.123333,-1888.838867,-3622.918533
20.97,-16.053133,-1549.123333,-1890.838867,-3628.918533
20.98,-11.053133,-1552.123333,-1885.838867,-3639.918533
20.99,-15.053133,-1556.123333,-1883.838867,-3649.918533
21.00,-13.053133,-1553.123333,-1884.838867,-3659.918533
21.01,-15.053133,-1553.123333,-1879.838867,-3663.918533
21.02,-15.053133,-1555.123333,-1882.838867,-3661.918533
21.03,-13.053133,-1552.123333,-1876.838867,-3660.918533
21.04,-14.053133,-1549.123333,-1872.838867,-3651.918533
21.05,-7.053133,-1547.123333,-1869.838867,-3642.918533
21.06,-7.053133,-1545.123333,-1868.838867,-3630.918533
21.07,-10.053133,-1532.123333,-1867.838867,-3617.918533
21.08,-7.053133,-1529.123333,-1870.838867,-3601.918533
21.09,-4.053133,-1521.123333,-1867.838867,-3590.918533
21.10,-7.053133,-1515.123333,-1863.838867,-3576.918533
21.11,-5.053133,-1501.123333,-1857.838867,-3562.918533
21.12,0.946867,-1491.123333,-1851.838867,-3548.918533
21.13,-3.053133,-1479.123333,-1847.838867,-3542.918533
21.14,-0.053133,-1472.123333,-1848.838867,-3535.918533
21.15,-1.053133,-1463.123333,-1848.838867,-3523.918533
21.16,2.946867,-1451.123333,-1840.838867,-3506.918533
21.17,5.946867,-1432.123333,-1845.838867,-3481.918533
21.18,-0.053133,-1428.123333,-1837.838867,-3451.918533
21.19,3.946867,-1413.123333,-1837.838867,-3419.918533
21.20,5.946867,-1401.123333,-1832.838867,-3384.918533
21.21,10.946867,-1384.123333,-1824.838867,-3355.918533
21.22,5.946867,-1369.123333,-1817.838867,-3329.918533
21.23,9.946867,-1350.123333,-1815.838867,-3304.918533
21.24,14.946867,-1332.123333,-1815.838867,-3287.918533
21.25,11.946867,-1317.123333,-1798.838867,-3265.918533
21.26,12.946867,-1297.123333,-1792.838867,-3247.918533
21.27,11.946867,-1274.123333,-1782.838867,-3237.918533
21.28,11.946867,-1256.123333,-1774.838867,-3231.918533
21.29,8.946867,-1239.123333,-1772.838867,-3234.918533
21.30,11.946867,-1218.123333,-1751.838867,-3242.918533
21.31,12.946867,-1198.123333,-1751.838867,-3257.918533
21.32,10.946867,-1175.123333,-1731.838867,-3274.918533
21.33,10.946867,-1156.123333,-1738.838867,-3296.918533
21.34,14.946867,-1136.123333,-1726.838867,-3318.918533
21.35,14.946867,-1112.123333,-1717.838867,-3344.918533
21.36,15.946867,-1090.123333,-1709.838867,-3373.918533
21.37,19.946867,-1067.123333,-1693.838867,-3411.918533
21.38,17.946867,-1039.123333,-1681.838867,-3448.918533
21.39,19.946867,-1023.123333,-1676.838867,-3482.918533
21.40,16.946867,-994.123333,-1656.838867,-3510.918533
21.41,16.946867,-964.123333,-1649.838867,-3542.918533
21.42,15.946867,-938.123333,-1645.838867,-3572.918533
21.43,17.946867,-915.123333,-1623.838867,-3606.918533
21.44,19.946867,-888.123333,-1624.838867,-3644.918533
21.45,22.946867,-861.123333,-1613.838867,-3676.918533
21.46,24.946867,-832.123333,-1597.838867,-3703.918533
21.47,18.946867,-806.123333,-1596.838867,-3720.918533
21.48,20.946867,-783.123333,-1576.838867,-3731.918533
21.49,21.946867,-754.123333,-1572.838867,-3736.918533
21.50,17.946867,-723.123333,-1554.838867,-3743.918533
21.51,12.946867,-704.123333,-1548.838867,-3730.918533
21.52,11.946867,-677.123333,-1536.838867,-3710.918533
21.53,5.946867,-645.123333,-1521.838867,-3685.918533
21.54,7.946867,-620.123333,-1521.838867,-3657.918533
21.55,6.946867,-595.123333,-1507.838867,-3626.918533
21.56,7.946867,-574.123333,-1497.838867,-3583.918533
21.57,5.946867,-548.123333,-1485.838867,-3533.918533
21.58,-1.053133,-530.123333,-1480.838867,-3469.918533
21.59,-3.053133,-500.123333,-1471.838867,-3397.918533
21.60,-9.053133,-471.123333,-1461.838867,-3323.918533
21.61,-9.053133,-448.123333,-1453.838867,-3241.918533
21.62,-16.053133,-426.123333,-1445.838867,-3154.918533
21.63,-22.053133,-402.123333,-1434.838867,-3059.918533
21.64,-22.053133,-372.123333,-1433.838867,-2967.918533
21.65,-33.053133,-354.123333,-1432.838867,-2874.918533
21.66,-33.053133,-324.123333,-1426.838867,-2774.918533
21.67,-38.053133,-303.123333,-1412.838867,-2671.918533
21.68,-37.053133,-290.123333,-1414.838867,-2566.918533
21.69,-47.053133,-270.123333,-1399.838867,-2460.918533
21.70,-53.053133,-246.123333,-1391.838867,-2352.918533
21.71,-54.053133,-226.123333,-1389.838867,-2249.918533
21.72,-61.053133,-206.123333,-1387.838867,-2148.918533
21.73,-66.053133,-179.123333,-1386.838867,-2051.918533
21.74,-68.053133,-155.123333,-1382.838867,-1963.918533
21.75,-73.053133,-133.123333,-1383.838867,-1878.918533
21.76,-79.053133,-108.123333,-1377.838867,-1792.918533
21.77,-83.053133,-89.123333,-1371.838867,-1713.918533
21.78,-91.053133,-69.123333,-1370.838867,-1631.918533
21.79,-96.053133,-44.123333,-1357.838867,-1552.918533
21.80,-100.053133,-23.123333,-1355.838867,-1481.918533
21.81,-106.053133,-5.123333,-1354.838867,-1416.918533
21.82,-102.053133,15.876667,-1352.838867,-1352.918533
21.83,-115.053133,36.876667,-1345.838867,-1288.918533
21.84,-118.053133,54.876667,-1337.838867,-1224.918533
21.85,-124.053133,72.876667,-1333.838867,-1164.918533
21.86,-130.053133,91.876667,-1326.838867,-1097.918533
21.87,-133.053133,107.876667,-1324.838867,-1034.918533
21.88,-137.053133,123.876667,-1318.838867,-969.918533
21.89,-145.053133,134.876667,-1313.838867,-909.918533
21.90,-145.053133,147.876667,-1309.838867,-851.918533
21.91,-153.053133,166.876667,-1307.838867,-790.918533
21.92,-157.053133,171.876667,-1292.838867,-736.918533
21.93,-161.053133,178.876667,-1298.838867,-686.918533
21.94,-164.053133,182.876667,-1293.838867,-633.918533
21.95,-168.053133,192.876667,-1288.838867,-581.918533
21.96,-171.053133,192.876667,-1280.838867,-523.918533
21.97,-171.053133,207.876667,-1277.838867,-462.918533
21.98,-178.053133,212.876667,-1290.838867,-399.918533
21.99,-182.053133,210.876667,-1288.838867,-334.918533
22.00,-185.053133,220.876667,-1290.838867,-264.918533
22.01,-193.053133,223.876667,-1292.838867,-198.918533
22.02,-197.053133,219.876667,-1293.838867,-128.918533
22.03,-197.053133,216.876667,-1295.838867,-48.918533
22.04,-200.053133,213.876667,-1308.838867,42.081467
22.05,-202.053133,225.876667,-1305.838867,140.081467
22.06,-207.053133,218.876667,-1304.838867,243.081467
22.07,-211.053133,217.876667,-1309.838867,344.081467
22.08,-217.053133,218.876667,-1308.838867,453.081467
22.09,-218.053133,208.876667,-1316.838867,560.081467
22.10,-223.053133,204.876667,-1322.838867,668.081467
22.11,-228.053133,198.876667,-1326.838867,789.081467
22.12,-227.053133,194.876667,-1333.838867,918.081467
22.13,-235.053133,185.876667,-1335.838867,1051.081467
22.14,-237.053133,176.876667,-1345.838867,1178.081467
22.15,-243.053133,166.876667,-1347.838867,1303.081467
22.16,-241.053133,151.876667,-1355.838867,1426.081467
22.17,-244.053133,140.876667,-1362.838867,1546.081467
22.18,-245.053133,113.876667,-1370.838867,1663.081467
22.19,-254.053133,97.876667,-1372.838867,1773.081467
22.20,-253.053133,73.876667,-1380.838867,1879.081467
22.21,-254.053133,50.876667,-1383.838867,1974.081467
22.22,-256.053133,28.876667,-1387.838867,2062.081467
22.23,-263.053133,4.876667,-1392.838867,2143.081467
22.24,-262.053133,-24.123333,-1390.838867,2222.081467
22.25,-263.053133,-47.123333,-1390.838867,2295.081467
22.26,-262.053133,-70.123333,-1407.838867,2356.081467
22.27,-263.053133,-94.123333,-1400.838867,2406.081467
22.28,-258.053133,-129.123333,-1410.838867,2440.081467
22.29,-264.053133,-155.123333,-1419.838867,2466.081467
22.30,-261.053133,-190.123333,-1424.838867,2482.081467
22.31,-258.053133,-218.123333,-1438.838867,2492.081467
22.32,-258.053133,-252.123333,-1440.838867,2494.081467
22.33,-254.053133,-279.123333,-1452.838867,2486.081467
22.34,-251.053133,-310.123333,-1454.838867,2466.081467
22.35,-244.053133,-340.123333,-1470.838867,2433.081467
22.36,-244.053133,-370.123333,-1465.838867,2391.081467
22.37,-237.053133,-406.123333,-1485.838867,2349.081467
22.38,-228.053133,-440.123333,-1494.838867,2303.081467
22.39,-225.053133,-477.123333,-1510.838867,2258.081467
22.40,-221.053133,-504.123333,-1522.838867,2198.081467
22.41,-209.053133,-543.123333,-1537.838867,2132.081467
22.42,-210.053133,-572.123333,-1536.838867,2071.081467
22.43,-202.053133,-602.123333,-1543.838867,2006.081467
22.44,-199.053133,-634.123333,-1561.838867,1936.081467
22.45,-190.053133,-669.123333,-1572.838867,1863.081467
22.46,-186.053133,-705.123333,-1588.838867,1789.081467
22.47,-182.053133,-734.123333,-1600.838867,1710.081467
22.48,-171.053133,-771.123333,-1607.838867,1626.081467
22.49,-170.053133,-805.123333,-1618.838867,1540.081467
22.50,-168.053133,-847.123333,-1623.838867,1447.081467
22.51,-158.053133,-873.123333,-1637.838867,1359.081467
22.52,-147.053133,-906.123333,-1648.838867,1266.081467
22.53,-139.053133,-939.123333,-1659.838867,1171.081467
22.54,-129.053133,-971.123333,-1666.838867,1080.081467
22.55,-124.053133,-1005.123333,-1672.838867,979.081467
22.56,-115.053133,-1033.123333,-1680.838867,874.081467
22.57,-113.053133,-1067.123333,-1691.838867,764.081467
22.58,-105.053133,-1104.123333,-1693.838867,643.081467
22.59,-90.053133,-1134.123333,-1695.838867,521.081467
22.60,-91.053133,-1165.123333,-1698.838867,385.081467
22.61,-82.053133,-1201.123333,-1703.838867,246.081467
22.62,-72.053133,-1229.123333,-1713.838867,109.081467
22.63,-66.053133,-1267.123333,-1722.838867,-27.918533
22.64,-60.053133,-1295.123333,-1724.838867,-164.918533
22.65,-57.053133,-1331.123333,-1731.838867,-299.918533
22.66,-40.053133,-1365.123333,-1745.838867,-442.918533
22.67,-37.053133,-1400.123333,-1749.838867,-590.918533
22.68,-31.053133,-1430.123333,-1739.838867,-735.918533
22.69,-25.053133,-1455.123333,-1747.838867,-884.918533
22.70,-22.053133,-1485.123333,-1752.838867,-1042.918533
22.71,-11.053133,-1510.123333,-1746.838867,-1199.918533
22.72,-6.053133,-1539.123333,-1752.838867,-1357.918533
22.73,-3.053133,-1560.123333,-1753.838867,-1523.918533
22.74,6.946867,-1585.123333,-1759.838867,-1695.918533
22.75,6.946867,-1619.123333,-1759.838867,-1870.918533
22.76,19.946867,-1641.123333,-1763.838867,-2034.918533
22.77,20.946867,-1663.123333,-1774.838867,-2196.918533
22.78,28.946867,-1675.123333,-1767.838867,-2358.918533
22.79,29.946867,-1696.123333,-1767.838867,-2516.918533
22.80,38.946867,-1715.123333,-1763.838867,-2674.918533
22.81,39.946867,-1728.123333,-1762.838867,-2837.918533
22.82,43.946867,-1744.123333,-1757.838867,-3001.918533
22.83,50.946867,-1760.123333,-1760.838867,-3169.918533
22.84,53.946867,-1769.123333,-1751.838867,-3330.918533
22.85,56.946867,-1779.123333,-1753.838867,-3507.918533
22.86,62.946867,-1786.123333,-1750.838867,-3675.918533
22.87,66.946867,-1789.123333,-1747.838867,-3833.918533
22.88,69.946867,-1792.123333,-1740.838867,-3980.918533
22.89,72.946867,-1800.123333,-1737.838867,-4113.918533
22.90,78.946867,-1796.123333,-1724.838867,-4237.918533
22.91,81.946867,-1792.123333,-1728.838867,-4355.918533
22.92,78.946867,-1791.123333,-1712.838867,-4459.918533
22.93,80.946867,-1789.123333,-1711.838867,-4546.918533
22.94,86.946867,-1778.123333,-1715.838867,-4625.918533
22.95,87.946867,-1772.123333,-1704.838867,-4691.918533
22.96,95.946867,-1762.123333,-1697.838867,-4750.918533
22.97,99.946867,-1761.123333,-1691.838867,-4796.918533
22.98,97.946867,-1748.123333,-1681.838867,-4834.918533
22.99,97.946867,-1732.123333,-1675.838867,-4869.918533
23.00,99.946867,-1721.123333,-1665.838867,-4893.918533
23.01,100.946867,-1708.123333,-1651.838867,-4902.918533
23.02,107.946867,-1687.123333,-1651.838867,-4901.918533
23.03,113.946867,-1674.123333,-1647.838867,-4893.918533
23.04,113.946867,-1655.123333,-1638.838867,-4881.918533
23.05,118.946867,-1637.123333,-1634.838867,-4876.918533
23.06,115.946867,-1621.123333,-1628.838867,-4867.918533
23.07,111.946867,-1604.123333,-1627.838867,-4857.918533
23.08,116.946867,-1587.123333,-1616.838867,-4840.918533
23.09,120.946867,-1565.123333,-1612.838867,-4827.918533
23.10,120.946867,-1549.123333,-1600.838867,-4819.918533
23.11,120.946867,-1524.123333,-1599.838867,-4825.918533
23.12,119.946867,-1508.123333,-1597.838867,-4841.918533
23.13,119.946867,-1490.123333,-1582.838867,-4857.918533
23.14,114.946867,-1468.123333,-1576.838867,-4881.918533
23.15,119.946867,-1452.123333,-1571.838867,-4911.918533
23.16,116.946867,-1426.123333,-1563.838867,-4947.918533
23.17,108.946867,-1407.123333,-1543.838867,-4991.918533
23.18,110.946867,-1386.123333,-1531.838867,-5040.918533
23.19,111.946867,-1360.123333,-1526.838867,-5104.918533
23.20,105.946867,-1335.123333,-1516.838867,-5169.918533
23.21,102.946867,-1315.123333,-1502.838867,-5234.918533
23.22,104.946867,-1295.123333,-1494.838867,-5298.918533
23.23,100.946867,-1273.123333,-1480.838867,-5358.918533
23.24,96.946867,-1263.123333,-1469.838867,-5413.918533
23.25,96.946867,-1243.123333,-1462.838867,-5459.918533
23.26,90.946867,-1219.123333,-1440.838867,-5505.918533
23.27,87.946867,-1200.123333,-1429.838867,-5553.918533
23.28,84.946867,-1184.123333,-1420.838867,-5595.918533
23.29,81.946867,-1168.123333,-1404.838867,-5632.918533
23.30,79.946867,-1149.123333,-1395.838867,-5664.918533
23.31,73.946867,-1132.123333,-1385.838867,-5692.918533
23.32,69.946867,-1113.123333,-1376.838867,-5711.918533
23.33,66.946867,-1090.123333,-1367.838867,-5723.918533
23.34,68.946867,-1071.123333,-1351.838867,-5729.918533
23.35,65.946867,-1051.123333,-1341.838867,-5722.918533
23.36,61.946867,-1039.123333,-1333.838867,-5710.918533
23.37,57.946867,-1014.123333,-1319.838867,-5695.918533
23.38,57.946867,-991.123333,-1306.838867,-5683.918533
23.39,49.946867,-979.123333,-1296.838867,-5671.918533
23.40,50.946867,-965.123333,-1295.838867,-5650.918533
23.41,49.946867,-943.123333,-1286.838867,-5627.918533
23.42,43.946867,-919.123333,-1293.838867,-5600.918533
23.43,43.946867,-900.123333,-1287.838867,-5582.918533
23.44,42.946867,-891.123333,-1288.838867,-5555.918533
23.45,37.946867,-867.123333,-1284.838867,-5525.918533
23.46,40.946867,-848.123333,-1288.838867,-5503.918533
23.47,39.946867,-840.123333,-1290.838867,-5477.918533
23.48,33.946867,-821.123333,-1291.838867,-5442.918533
23.49,36.946867,-800.123333,-1300.838867,-5406.918533
23.50,32.946867,-788.123333,-1296.838867,-5375.918533
23.51,34.946867,-768.123333,-1305.838867,-5349.918533
23.52,33.946867,-750.123333,-1307.838867,-5319.918533
23.53,25.946867,-736.123333,-1306.838867,-5285.918533
23.54,30.946867,-713.123333,-1322.838867,-5253.918533
23.55,25.946867,-704.123333,-1320.838867,-5222.918533
23.56,33.946867,-686.123333,-1328.838867,-5189.918533
23.57,33.946867,-673.123333,-1340.838867,-5153.918533
23.58,34.946867,-657.123333,-1355.838867,-5120.918533
23.59,31.946867,-647.123333,-1357.838867,-5082.918533
23.60,35.946867,-633.123333,-1369.838867,-5034.918533
23.61,31.946867,-616.123333,-1379.838867,-4980.918533
23.62,31.946867,-607.123333,-1393.838867,-4930.918533
23.63,31.946867,-594.123333,-1398.838867,-4881.918533
23.64,33.946867,-587.123333,-1408.838867,-4834.918533
23.65,32.946867,-575.123333,-1418.838867,-4788.918533
23.66,38.946867,-563.123333,-1433.838867,-4746.918533
23.67,38.946867,-549.123333,-1451.838867,-4700.918533
23.68,38.946867,-535.123333,-1455.838867,-4649.918533
23.69,38.946867,-527.123333,-1473.838867,-4600.918533
23.70,41.946867,-512.123333,-1478.838867,-4556.918533
23.71,41.946867,-498.123333,-1487.838867,-4514.918533
23.72,43.946867,-479.123333,-1505.838867,-4484.918533
23.73,42.946867,-475.123333,-1519.838867,-4455.918533
23.74,46.946867,-461.123333,-1527.838867,-4421.918533
23.75,45.946867,-448.123333,-1542.838867,-4386.918533
23.76,47.946867,-434.123333,-1556.838867,-4350.918533
23.77,52.946867,-432.123333,-1568.838867,-4320.918533
23.78,43.946867,-417.123333,-1594.838867,-4289.918533
23.79,50.946867,-407.123333,-1606.838867,-4253.918533
23.80,50.946867,-400.123333,-1624.838867,-4213.918533
23.81,51.946867,-393.123333,-1635.838867,-4158.918533
23.82,52.946867,-386.123333,-1651.838867,-4101.918533
23.83,53.946867,-389.123333,-1658.838867,-4040.918533
23.84,55.946867,-386.123333,-1679.838867,-3978.918533
23.85,55.946867,-379.123333,-1701.838867,-3911.918533
23.86,60.946867,-380.123333,-1709.838867,-3848.918533
23.87,54.946867,-381.123333,-1738.838867,-3777.918533
23.88,56.946867,-381.123333,-1752.838867,-3707.918533
23.89,55.946867,-389.123333,-1766.838867,-3632.918533
23.90,51.946867,-392.123333,-1779.838867,-3555.918533
23.91,58.946867,-398.123333,-1786.838867,-3478.918533
23.92,57.946867,-402.123333,-1798.838867,-3396.918533
23.93,59.946867,-416.123333,-1810.838867,-3311.918533
23.94,55.946867,-419.123333,-1827.838867,-3227.918533
23.95,57.946867,-428.123333,-1838.838867,-3136.918533
23.96,60.946867,-440.123333,-1847.838867,-3039.918533
23.97,60.946867,-448.123333,-1859.838867,-2939.918533
23.98,55.946867,-463.123333,-1864.838867,-2842.918533
23.99,54.946867,-472.123333,-1869.838867,-2752.918533
24.00,49.946867,-482.123333,-1880.838867,-2659.918533
24.01,50.946867,-498.123333,-1890.838867,-2577.918533
24.02,47.946867,-513.123333,-1897.838867,-2488.918533
24.03,47.946867,-526.123333,-1904.838867,-2391.918533
24.04,48.946867,-534.123333,-1918.838867,-2295.918533
24.05,46.946867,-544.123333,-1922.838867,-2201.918533
24.06,42.946867,-553.123333,-1933.838867,-2110.918533
24.07,37.946867,-557.123333,-1944.838867,-2010.918533
24.08,39.946867,-574.123333,-1948.838867,-1902.918533
24.09,37.946867,-586.123333,-1962.838867,-1787.918533
24.10,38.946867,-586.123333,-1971.838867,-1663.918533
24.11,33.946867,-594.123333,-1977.838867,-1535.918533
24.12,34.946867,-599.123333,-1992.838867,-1411.918533
24.13,28.946867,-602.123333,-1996.838867,-1281.918533
24.14,26.946867,-612.123333,-2008.838867,-1152.918533
24.15,25.946867,-621.123333,-2009.838867,-1020.918533
24.16,22.946867,-623.123333,-2014.838867,-884.918533
24.17,24.946867,-630.123333,-2034.838867,-752.918533
24.18,21.946867,-633.123333,-2040.838867,-609.918533
24.19,17.946867,-629.123333,-2045.838867,-464.918533
24.20,18.946867,-634.123333,-2037.838867,-318.918533
24.21,16.946867,-631.123333,-2043.838867,-174.918533
24.22,17.946867,-631.123333,-2056.838867,-30.918533
24.23,16.946867,-632.123333,-2057.838867,114.081467
24.24,12.946867,-634.123333,-2062.838867,261.081467
24.25,10.946867,-627.123333,-2074.838867,407.081467
24.26,7.946867,-621.123333,-2080.838867,555.081467
24.27,5.946867,-615.123333,-2082.838867,700.081467
24.28,1.946867,-617.123333,-2082.838867,847.081467
24.29,1.946867,-610.123333,-2084.838867,994.081467
24.30,1.946867,-613.123333,-2085.838867,1137.081467
24.31,-5.053133,-614.123333,-2086.838867,1285.081467
24.32,-5.053133,-610.123333,-2088.838867,1427.081467
24.33,-6.053133,-607.123333,-2080.838867,1569.081467
24.34,-13.053133,-604.123333,-2079.838867,1708.081467
24.35,-10.053133,-602.123333,-2077.838867,1847.081467
24.36,-15.053133,-602.123333,-2075.838867,1980.081467
24.37,-13.053133,-596.123333,-2068.838867,2118.081467
24.38,-14.053133,-600.123333,-2066.838867,2258.081467
24.39,-18.053133,-594.123333,-2061.838867,2398.081467
24.40,-19.053133,-588.123333,-2049.838867,2539.081467
24.41,-18.053133,-592.123333,-2046.838867,2671.081467
24.42,-29.053133,-592.123333,-2043.838867,2797.081467
24.43,-21.053133,-590.123333,-2040.838867,2919.081467
24.44,-26.053133,-589.123333,-2032.838867,3038.081467
24.45,-21.053133,-591.123333,-2037.838867,3145.081467
24.46,-20.053133,-588.123333,-2022.838867,3265.081467
24.47,-23.053133,-589.123333,-2021.838867,3388.081467
24.48,-21.053133,-588.123333,-2019.838867,3502.081467
24.49,-19.053133,-597.123333,-2012.838867,3620.081467
24.50,-26.053133,-596.123333,-2005.838867,3739.081467
24.51,-18.053133,-600.123333,-1998.838867,3855.081467
24.52,-18.053133,-608.123333,-2000.838867,3963.081467
24.53,-16.053133,-608.123333,-1996.838867,4067.081467
24.54,-15.053133,-609.123333,-1993.838867,4171.081467
24.55,-18.053133,-613.123333,-1994.838867,4277.081467
24.56,-21.053133,-615.123333,-1988.838867,4382.081467
24.57,-19.053133,-612.123333,-1993.838867,4484.081467
24.58,-15.053133,-617.123333,-1991.838867,4589.081467
24.59,-8.053133,-615.123333,-1979.838867,4690.081467
24.60,-4.053133,-617.123333,-1977.838867,4797.081467
24.61,-3.053133,-618.123333,-1971.838867,4902.081467
24.62,-2.053133,-625.123333,-1966.838867,5013.081467
24.63,0.946867,-625.123333,-1963.838867,5123.081467
24.64,5.946867,-619.123333,-1955.838867,5227.081467
24.65,3.946867,-625.123333,-1952.838867,5329.081467
24.66,8.946867,-621.123333,-1945.838867,5429.081467
24.67,8.946867,-621.123333,-1942.838867,5516.081467
