time_s,Z,N,E,H
10.9,0.2082,-0.0754,-0.2515,0.2058
10.92,0.0854,0.0278,-0.2145,-0.2324
10.94,-0.028,0.0469,-0.029,-0.0456
10.96,0.0144,0.0259,-0.0931,-0.0976
10.98,0.1733,0.0978,0.016,0.1753
11.0,-0.02,0.0268,0.1662,0.3316
11.02,-0.1919,0.2172,0.2356,-0.0793
11.04,0.0532,0.0078,0.0597,0.0377
11.06,-0.2662,0.0331,-0.0885,0.2337
11.08,-0.1066,0.0638,-0.0097,-0.0505
11.1,-0.0932,0.0137,0.0027,-0.0522
11.12,0.069,0.1153,-0.2144,-0.2037
11.14,0.0032,-0.1283,-0.0745,-0.0512
11.16,-0.3462,-0.1058,0.0573,0.0637
11.18,-0.0569,-0.1442,-0.0274,-0.0181
11.2,-0.1037,-0.1893,0.1408,0.1743
11.22,-0.3772,-0.028,-0.0571,-0.0337
11.24,0.0414,-0.002,-0.0446,0.1025
11.26,-0.0181,-0.3043,0.0144,0.0034
11.28,0.0635,0.0261,0.1897,0.0463
11.3,-0.2682,-0.0447,0.0292,0.0617
11.32,0.3352,-0.0155,-0.0141,0.2449
11.34,0.0436,0.1435,0.0905,0.1293
11.36,0.0261,0.03,-0.0395,-0.1753
11.38,-0.0392,0.3162,0.0376,0.1646
11.4,-0.1385,0.0598,0.1259,0.0516
11.42,0.0758,-0.0423,-0.1656,0.108
11.44,-0.1836,-0.0886,-0.0786,0.6094
11.46,-0.1473,-0.1297,0.0506,0.2542
11.48,-0.1242,-0.0911,-0.1131,0.0815
11.5,-0.0644,-0.064,0.1739,0.1141
11.52,0.1021,0.0119,-0.2125,0.0567
11.54,-0.0536,-0.0548,0.0646,-0.3053
11.56,-0.0533,0.0311,-0.1969,0.0655
11.58,0.1692,0.1123,-0.0376,-0.067
11.6,-0.1223,-0.1333,-0.0478,0.385
11.62,-0.0925,-0.109,-0.2191,-0.1723
11.64,0.1287,-0.0697,-0.02,0.1053
11.66,-0.1556,0.139,0.0388,0.319
11.68,-0.2624,0.0234,0.1997,-0.1507
11.7,-0.0055,-0.1583,0.0492,0.1744
11.72,-0.2137,-0.0045,-0.0887,-0.2506
11.74,-0.1052,0.0222,-0.0963,0.2448
11.76,-0.1483,0.0081,-0.0879,0.4119
11.78,-0.1986,0.122,-0.1532,0.0138
11.8,-0.1971,-0.0235,-0.1845,-0.4252
11.82,-0.0014,0.0361,0.0036,-0.048
11.84,0.0151,-0.0559,-0.0266,-0.2389
11.86,0.0772,-0.0412,0.0405,0.0043
11.88,0.0545,0.1135,0.0051,0.0539
11.9,-0.1163,0.0297,-0.0887,0.1726
11.92,-0.0018,-0.0385,0.0295,-0.1548
11.94,0.207,0.1424,-0.1483,-0.1003
11.96,-0.097,0.0289,0.035,0.0531
11.98,0.1169,0.0115,-0.108,0.0958
12.0,-0.0809,-0.1264,-0.1055,0.1352
12.02,0.0275,0.0385,0.1417,0.2943
12.04,-0.0321,0.0588,0.0547,0.0728
12.06,0.3345,-0.0934,0.0491,0.2401
12.08,0.0853,0.0402,0.0495,-0.1284
12.1,0.1619,-0.038,-0.0876,0.2522
12.12,-0.0646,0.1699,-0.0381,0.0086
12.14,-0.137,-0.0043,0.0564,-0.0265
12.16,0.0393,-0.0652,0.0657,-0.2088
12.18,0.1314,-0.1539,-0.0257,0.1514
12.2,-0.0596,-0.1951,-0.0516,-0.3186
12.22,0.0478,0.0493,-0.0502,0.1774
12.24,0.156,-0.2829,0.0189,0.2607
12.26,-0.0163,0.0732,-0.1507,0.1657
12.28,0.0464,-0.1511,0.0965,-0.1183
12.3,0.1648,-0.1091,0.0071,0.116
12.32,0.1936,0.01,-0.0736,-0.1734
12.34,0.1969,0.0465,0.0153,-0.0149
12.36,-0.1247,0.0023,-0.252,-0.1124
12.38,0.0792,-0.1471,0.0796,0.1289
12.4,0.0313,-0.1058,0.2116,0.082
12.42,0.1077,0.1367,0.1094,0.0948
12.44,0.2808,0.1807,-0.1863,-0.0844
12.46,-0.1903,0.0618,-0.0862,-0.115
12.48,-0.0341,0.2464,-0.0229,0.0154
12.5,-0.1536,-0.0597,0.0031,-0.151
12.52,0.2257,-0.0733,0.0578,-0.0444
12.54,-0.1496,-0.0557,-0.1141,-0.0577
12.56,0.2245,0.0318,-0.0443,-0.2509
12.58,-0.0523,0.0449,0.0968,-0.0498
12.6,-0.0004,0.2601,-0.0643,0.1022
12.62,0.1446,-0.0162,0.0113,-0.174
12.64,0.0494,-0.0095,0.1039,0.1315
12.66,0.1223,-0.0319,-0.008,-0.1059
12.68,0.0075,-0.2037,-0.1141,-0.1753
12.7,-0.1802,-0.1287,0.0374,0.1799
12.72,-0.0469,0.3779,-0.1042,0.078
12.74,-0.1668,-0.1273,-0.0705,0.2006
12.76,0.2435,-0.048,0.1538,0.0383
12.78,0.1334,-0.3363,0.1371,-0.0927
12.8,0.0629,-0.0271,0.1466,0.5111
12.82,0.0723,0.0492,0.0033,-0.0834
12.84,-0.1647,0.1712,0.0877,-0.1234
12.86,0.0049,0.119,-0.1315,0.0116
12.88,0.0988,0.0846,-0.1212,-0.121
12.9,0.1002,-0.0387,-0.1875,0.307
12.92,-0.1254,0.1366,-0.0448,0.0065
12.94,0.064,-0.0194,0.0562,-0.3334
12.96,0.0905,-0.0212,0.0092,0.0891
12.98,0.05,-0.0056,-0.0083,-0.1808
13.0,0.1622,0.1328,0.0209,-0.1155
13.02,-0.0604,0.0816,0.1267,-0.0209
13.04,0.0958,0.0646,-0.0555,0.1495
13.06,-0.1451,-0.0199,-0.076,0.2355
13.08,-0.2075,-0.1408,-0.0728,0.1389
13.1,-0.1872,0.0546,-0.1339,0.0392
13.12,0.0775,-0.0252,0.0307,0.0248
13.14,0.0224,0.1149,-0.1205,0.1235
13.16,0.1245,0.1635,0.0485,0.142
13.18,0.082,-0.0107,0.038,-0.2048
13.2,0.0996,0.0145,-0.088,0.1164
13.22,0.1506,-0.0195,0.0596,0.2407
13.24,0.2091,-0.2571,-0.0451,0.1197
13.26,0.0279,0.21,0.3631,-0.0496
13.28,0.0477,-0.1444,-0.1187,0.2244
13.3,0.0461,-0.0005,0.0371,-0.1988
13.32,0.1494,0.1877,0.006,0.0289
13.34,0.0509,0.1953,-0.0262,-0.1271
13.36,0.1136,0.0856,0.0533,0.0852
13.38,0.0191,-0.0562,-0.018,0.1971
13.4,0.0051,-0.0161,0.0542,-0.0718
13.42,-0.049,0.2736,-0.3336,0.005
13.44,-0.1266,0.0555,-0.1251,0.1447
13.46,-0.1193,-0.1047,0.2657,-0.1384
13.48,0.0017,-0.1501,-0.0084,-0.0181
13.5,0.2533,-0.1689,0.0961,-0.3679
13.52,-0.3747,-0.0349,0.0774,0.0003
13.54,-0.1966,0.3001,0.0755,0.0707
13.56,-0.1725,-0.0663,0.0335,0.3658
13.58,-0.094,-0.1955,-0.0532,-0.0315
13.6,0.0716,-0.1472,0.1264,-0.0652
13.62,0.0121,-0.1304,-0.0518,0.1667
13.64,-0.0558,-0.2016,-0.0316,0.301
13.66,-0.0029,-0.2122,-0.0572,-0.1113
13.68,0.1199,-0.1733,0.1086,-0.0502
13.7,0.0781,-0.3216,0.0927,0.1633
13.72,0.1081,0.1429,0.1834,0.0598
13.74,0.2458,-0.1133,-0.1471,0.0135
13.76,0.1356,0.0098,0.1165,-0.3488
13.78,0.0761,0.1453,-0.1186,-0.1716
13.8,0.0455,0.0397,-0.1851,-0.0934
13.82,-0.3241,0.0411,-0.0398,-0.179
13.84,-0.0901,-0.3268,0.1965,0.073
13.86,-0.1088,0.0664,0.0412,0.009
13.88,-0.0873,-0.0728,0.0028,0.236
13.9,-0.1741,0.0257,0.088,-0.1619
13.92,-0.0834,-0.2278,0.044,0.0433
13.94,0.4068,-0.2055,0.1462,-0.0852
13.96,0.1963,-0.1035,-0.0836,0.4469
13.98,0.0978,-0.0909,0.0942,0.0636
14.0,0.0284,0.0059,-0.0573,-0.0264
14.02,-0.0451,0.007,0.1324,0.0962
14.04,0.1392,0.1494,0.0332,-0.1671
14.06,-0.0637,-0.0716,-0.1488,-0.0159
14.08,0.0513,-0.3954,0.0571,-0.0293
14.1,-0.1164,0.142,0.1272,0.0314
14.12,0.1341,0.0644,-0.1677,-0.1559
14.14,-0.3256,0.1216,0.073,-0.1609
14.16,0.1447,0.127,0.0699,0.179
14.18,0.3226,-0.16,-0.1149,0.2409
14.2,0.206,0.064,0.1253,-0.0694
14.22,0.1162,0.1501,-0.1089,-0.1676
14.24,-0.0843,0.0508,0.0519,-0.156
14.26,0.3252,-0.0835,0.1984,0.3226
14.28,0.0411,-0.0248,-0.0745,-0.0964
14.3,-0.1984,0.1466,0.1076,0.2005
14.32,-0.0524,0.2514,0.0381,0.6205
14.34,-0.1334,0.239,-0.2556,-0.1686
14.36,-0.2306,-0.124,0.0353,-0.102
14.38,0.198,0.0149,-0.1118,0.0343
14.4,0.3171,0.1196,0.0498,-0.0782
14.42,0.0758,-0.0313,-0.2371,-0.0282
14.44,-0.132,0.1563,-0.1145,0.0076
14.46,0.1483,0.0531,0.0725,0.0378
14.48,-0.1354,0.2188,0.1546,-0.0715
14.5,0.1286,-0.0779,0.0908,-0.0493
14.52,0.0279,-0.0427,0.0462,-0.0812
14.54,-0.0004,0.0175,0.0743,0.1917
14.56,0.2101,-0.1787,0.1858,0.132
14.58,0.0208,-0.024,0.0431,0.2001
14.6,-0.2004,-0.0002,-0.0956,-0.003
14.62,-0.1262,-0.0885,-0.0646,-0.3306
14.64,0.0968,0.0256,0.1917,-0.0159
14.66,0.3058,0.0858,0.0622,0.2407
14.68,0.2168,-0.0585,0.1478,0.0807
14.7,-0.1565,-0.0781,-0.133,-0.199
14.72,0.0707,0.1437,-0.0166,-0.0515
14.74,0.1435,-0.0842,0.0742,-0.2705
14.76,0.2294,0.0337,0.012,0.1597
14.78,0.2576,-0.0694,0.0317,-0.1166
14.8,0.045,0.0731,-0.1179,0.4768
14.82,0.1209,-0.0203,0.0805,-0.0141
14.84,-0.0378,-0.1045,-0.1002,0.2904
14.86,0.0462,-0.0225,0.0583,-0.1156
14.88,0.1512,-0.0561,-0.2846,0.334
14.9,-0.2429,-0.0404,-0.1301,-0.1001
14.92,-0.0281,-0.0326,0.2353,-0.0251
14.94,0.1748,0.107,-0.0644,-0.153
14.96,-0.0949,-0.1003,-0.0825,0.2186
14.98,0.2846,-0.1533,0.0372,0.2023
15.0,0.1952,-0.0488,0.1093,0.0242
15.02,-0.0407,-0.0039,0.0152,-0.2249
15.04,-0.0964,-0.3245,0.056,-0.363
15.06,-0.0545,-0.1003,-0.0241,0.0126
15.08,-0.0249,-0.0905,-0.3169,0.0513
15.1,-0.0279,-0.0425,0.0477,0.0158
15.12,0.0283,0.04,0.0738,0.17
15.14,-0.0626,0.1152,-0.0276,-0.229
15.16,-0.3049,0.133,0.0371,0.0849
15.18,-0.2706,0.0416,-0.2734,0.11
15.2,0.0532,-0.0434,-0.2116,0.0563
15.22,0.1202,-0.0253,0.0127,-0.2813
15.24,0.044,0.1184,-0.0271,0.0704
15.26,0.0709,-0.041,-0.0649,0.192
15.28,-0.0991,-0.0433,0.2733,-0.0873
15.3,0.1784,-0.2647,-0.114,0.264
15.32,-0.3926,0.0401,0.2426,-0.0299
15.34,0.0273,0.0549,0.1368,-0.0492
15.36,0.0745,0.1042,-0.1121,-0.1776
15.38,0.2306,0.1715,0.1312,0.0877
15.4,0.1739,0.0032,0.0342,0.0162
15.42,0.0545,-0.1251,-0.0217,0.0131
15.44,-0.0751,0.1048,-0.0804,0.1217
15.46,0.0016,0.2354,-0.0702,-0.0344
15.48,0.0118,-0.071,-0.0732,-0.0272
15.5,-0.2289,-0.041,-0.0124,-0.1544
15.52,-0.1166,0.0878,0.0333,-0.128
15.54,-0.0479,0.0964,0.0081,0.2166
15.56,-0.0235,-0.1079,-0.04,-0.2162
15.58,0.2454,-0.1431,0.0099,0.2843
15.6,-0.0372,0.0928,0.0567,-0.1531
15.62,0.0657,0.175,-0.1633,-0.2524
15.64,0.1516,-0.1694,0.0142,0.2407
15.66,-0.2151,-0.0524,0.0962,0.1573
15.68,0.045,-0.0477,-0.0254,0.3995
15.7,-0.3227,-0.2116,0.1359,-0.3706
15.72,0.1025,-0.0988,0.0134,-0.1646
15.74,-0.2041,-0.0993,0.0941,0.0206
15.76,0.1,0.0308,-0.0491,0.3059
15.78,0.0128,0.1193,-0.0546,0.0206
15.8,0.1386,-0.157,-0.0699,-0.1469
15.82,0.0217,-0.0142,0.0644,-0.0961
15.84,-0.0932,0.048,0.0951,0.1695
15.86,0.1431,0.0403,-0.1514,0.0659
15.88,0.1735,-0.0299,-0.0732,-0.2373
15.9,-0.2361,0.1717,0.0997,0.1106
15.92,-0.2188,0.1129,0.1554,0.4781
15.94,-0.2521,0.0539,0.0448,-0.0393
15.96,-0.1706,-0.1067,-0.0318,-0.0135
15.98,0.1972,-0.1106,-0.081,-0.097
16.0,0.0437,0.0119,0.1641,0.0346
16.02,-0.1047,0.0261,-0.0235,-0.1704
16.04,-0.1271,-0.0821,-0.0988,0.1895
16.06,0.245,-0.0927,0.279,0.1496
16.08,-0.0935,-0.2008,-0.1634,-0.234
16.1,-0.1668,0.1014,0.0382,0.1668
16.12,-0.1594,0.0098,-0.1065,0.3743
16.14,-0.1753,0.0046,0.0341,0.1416
16.16,-0.381,-0.0096,0.212,0.118
16.18,0.0327,0.1975,0.1379,-0.19
16.2,-0.0335,-0.2201,0.1185,-0.0839
16.22,-0.1398,0.1431,-0.1079,0.1582
16.24,0.0317,-0.0169,-0.2347,-0.051
16.26,-0.0205,0.0451,0.0752,0.2186
16.28,0.1909,0.0185,-0.1191,-0.3199
16.3,0.0836,-0.0275,0.026,0.2104
16.32,0.0122,-0.0021,-0.0609,-0.1204
16.34,-0.1121,-0.0667,-0.0939,-0.5447
16.36,0.0563,-0.3667,0.0159,-0.1198
16.38,-0.0609,0.04,0.1986,0.1714
16.4,0.0886,0.0183,0.0181,0.1993
16.42,-0.1428,0.064,-0.0996,-0.0919
16.44,0.2745,-0.069,0.1847,0.0951
16.46,0.1073,-0.0612,-0.0399,-0.1491
16.48,-0.1654,0.1755,0.0613,0.0827
16.5,-0.1655,-0.1891,-0.0026,-0.0115
16.52,-0.2084,-0.122,-0.1834,-0.0314
16.54,-0.0674,0.0981,0.1762,-0.1242
16.56,-0.1215,-0.0559,-0.0447,0.1095
16.58,0.2111,0.1043,-0.0508,-0.0711
16.6,-0.1688,-0.0675,-0.0023,0.0319
16.62,0.1885,0.1378,-0.0514,0.0339
16.64,-0.0579,-0.1848,0.1935,-0.3037
16.66,0.1073,0.02,-0.142,0.1621
16.68,0.2473,0.1344,0.0337,-0.0515
16.7,-0.0287,0.1608,0.0781,-0.2537
16.72,-0.0859,0.1082,-0.0841,-0.1642
16.74,0.3202,-0.1309,-0.0553,0.2237
16.76,0.3577,-0.0735,-0.1617,0.3688
16.78,-0.2427,0.0068,-0.0793,0.1795
16.8,-0.129,0.1243,-0.1125,0.032
16.82,0.2473,-0.1479,-0.0409,-0.1361
16.84,-0.3039,-0.0244,0.0703,-0.1073
16.86,-0.1634,-0.2556,-0.0062,-0.0748
16.88,0.2718,-0.0769,0.051,0.2482
16.9,0.224,0.0098,0.0142,0.0868
16.92,0.3258,0.1747,-0.0491,0.263
16.94,-0.0695,-0.0825,0.1773,-0.1821
16.96,-0.2101,-0.0922,-0.1209,0.0795
16.98,-0.1605,0.0337,0.0621,0.1716
17.0,-0.1934,0.0493,-0.358,0.218
17.02,-0.0016,-0.0281,0.1408,-0.3616
17.04,0.0734,-0.1217,0.0316,0.0216
17.06,0.2283,0.0185,-0.0505,-0.0169
17.08,-0.4187,0.0663,0.1181,0.2742
17.1,0.0679,0.0661,-0.0704,-0.1048
17.12,-0.0265,-0.1331,0.0635,-0.2091
17.14,-0.063,0.009,0.021,-0.0807
17.16,-0.0058,0.0163,0.0334,0.2664
17.18,0.0314,-0.0243,-0.0526,-0.0418
17.2,0.0081,0.1609,0.0187,-0.2348
17.22,0.095,0.0573,-0.122,-0.3015
17.24,-0.0638,0.0227,0.1979,0.0608
17.26,-0.1772,-0.1303,-0.1265,0.3344
17.28,0.1996,-0.0359,-0.0998,-0.0822
17.3,0.1483,-0.0159,-0.0265,0.1842
17.32,0.2355,-0.0595,-0.0141,-0.0877
17.34,-0.0168,0.029,0.1453,-0.3547
17.36,-0.1118,0.124,-0.1309,0.0765
17.38,-0.1048,0.1401,0.2016,0.0239
17.4,0.0502,0.0671,0.1784,0.0969
17.42,-0.0558,0.0406,-0.0169,-0.0906
17.44,-0.068,0.0479,0.1457,0.1052
17.46,0.0204,0.0875,-0.2479,-0.2265
17.48,0.3324,-0.035,0.0062,0.0333
17.5,-0.1442,0.1269,0.0879,-0.1176
17.52,0.196,0.0891,0.1169,-0.1675
17.54,-0.0916,-0.0192,-0.0766,-0.2987
17.56,-0.1212,-0.0326,0.0351,-0.0067
17.58,-0.0034,0.1225,-0.0339,-0.0838
17.6,0.1309,-0.1691,0.1045,0.3014
17.62,-0.0437,-0.2055,-0.0221,-0.3724
17.64,-0.1242,-0.0369,-0.0394,0.0426
17.66,-0.2137,-0.152,-0.0809,0.0529
17.68,-0.2065,-0.047,-0.0368,0.0707
17.7,-0.1136,0.101,-0.0803,0.2242
17.72,0.0007,-0.0688,-0.037,0.0542
17.74,0.022,0.1263,0.0754,-0.2776
17.76,0.2406,-0.1655,-0.1727,0.2408
17.78,-0.2188,0.1425,0.0369,0.2949
17.8,0.2754,-0.1197,0.0088,-0.3809
17.82,0.1259,0.1905,0.149,0.2374
17.84,0.0279,-0.0798,0.1122,0.2093
17.86,0.0568,0.1083,0.1153,-0.2209
17.88,0.2446,-0.2058,-0.0763,-0.0042
17.9,0.1395,0.094,-0.051,0.05
17.92,0.1311,0.1166,-0.0042,0.1309
17.94,-0.0324,0.1183,0.1015,-0.0218
17.96,0.3241,0.252,0.1376,0.367
17.98,0.1146,-0.0463,0.185,-0.1775
18.0,-0.1962,0.109,-0.0914,0.2398
18.02,0.0112,0.308,0.1662,-0.2806
18.04,0.0248,0.0969,-0.0181,0.3066
18.06,-0.1044,0.1008,0.0651,0.1157
18.08,0.2024,0.0821,-0.0448,0.1772
18.1,0.1514,-0.1909,0.1443,0.4093
18.12,-0.0828,0.0284,0.0466,-0.0796
18.14,-0.0667,-0.1346,-0.0805,-0.1331
18.16,-0.0672,-0.0022,0.0684,-0.2667
18.18,0.2139,-0.1033,0.1722,-0.0297
18.2,-0.086,0.1306,-0.0168,0.2174
18.22,-0.1289,-0.1194,-0.3168,0.0502
18.24,-0.2472,0.075,-0.0205,0.0219
18.26,-0.0954,0.0622,-0.0112,-0.0122
18.28,-0.0482,-0.1692,-0.1177,0.2896
18.3,0.0071,0.0779,0.1714,0.0437
18.32,-0.1552,0.1072,0.0237,-0.0713
18.34,0.0866,0.0523,0.2057,-0.3223
18.36,0.164,0.1201,0.1759,0.2337
18.38,0.1359,-0.1826,0.0832,0.0296
18.4,-0.0214,-0.1196,-0.0427,0.0196
18.42,0.0338,0.016,-0.044,0.3805
18.44,0.0582,-0.2057,-0.05,0.0747
18.46,0.077,0.0619,-0.1593,0.305
18.48,0.0497,-0.0403,-0.0441,-0.0597
18.5,0.065,-0.0331,-0.1291,-0.2013
18.52,-0.0953,0.0168,0.0775,-0.23
18.54,-0.0106,0.0367,0.0799,0.077
18.56,0.306,-0.1585,-0.0738,0.0838
18.58,-0.04,-0.1262,0.1953,-0.1024
18.6,0.1735,0.1341,0.0226,-0.0024
18.62,0.2772,-0.1185,0.1763,-0.3346
18.64,-0.0153,0.13,-0.0986,0.0347
18.66,-0.1449,0.0289,0.0029,0.1787
18.68,-0.0657,0.1723,0.1248,-0.0703
18.7,-0.1181,0.1283,0.0139,-0.2173
18.72,-0.0687,0.0098,0.0682,-0.0422
18.74,-0.0512,-0.0197,0.0171,-0.2944
18.76,-0.2327,-0.3003,-0.0625,-0.0451
18.78,-0.0114,-0.0868,0.1777,0.1392
18.8,0.1126,0.0401,-0.1078,0.0718
18.82,0.1151,-0.008,-0.2131,-0.2037
18.84,-0.1555,-0.0377,-0.2004,-0.0547
18.86,0.2238,-0.1791,-0.2075,0.2185
18.88,0.0325,-0.1495,-0.2437,-0.0796
18.9,-0.0045,0.1654,0.1517,0.0206
18.92,-0.024,0.051,-0.2158,0.1131
18.94,-0.2998,0.0163,0.0295,-0.0701
18.96,-0.1207,0.125,-0.1198,-0.0309
18.98,0.1707,0.0667,0.033,-0.0082
19.0,0.14,-0.0376,-0.0979,-0.0531
19.02,-0.0615,0.0321,-0.0953,0.1038
19.04,-0.0884,-0.0914,-0.0205,0.2742
19.06,0.1344,0.095,-0.0534,0.0118
19.08,-0.1444,0.0665,-0.0955,0.2289
19.1,0.1721,-0.1006,-0.0772,0.0404
19.12,-0.0152,0.1142,-0.0644,-0.2975
19.14,-0.1445,0.0699,0.0687,0.0938
19.16,0.0575,-0.0349,-0.1188,0.2207
19.18,-0.0338,-0.076,0.2367,-0.1095
19.2,-0.0878,-0.1526,-0.0694,-0.4388
19.22,0.1511,0.149,-0.0666,-0.3167
19.24,0.0973,-0.0355,0.1495,0.3008
19.26,0.3082,-0.0202,-0.0037,-0.4885
19.28,-0.057,-0.0995,0.0653,-0.0247
19.3,0.2552,0.1816,0.0117,-0.0691
19.32,0.1627,-0.1811,-0.1735,-0.2388
19.34,-0.1819,0.1012,0.0532,-0.0287
19.36,-0.094,-0.0135,-0.1234,-0.1379
19.38,-0.0624,0.1384,-0.2481,0.2142
19.4,0.2646,0.0391,0.123,0.1283
19.42,-0.3299,-0.0649,-0.1454,-0.0318
19.44,0.045,0.0197,0.0503,-0.1201
19.46,0.0628,-0.0895,-0.0072,0.3049
19.48,0.2868,-0.0879,-0.2111,0.2024
19.5,0.192,0.0716,0.1397,-0.255
19.52,-0.0765,0.0722,0.2338,0.185
19.54,-0.1672,-0.1024,0.1632,-0.1221
19.56,0.1445,0.0333,-0.0438,-0.2636
19.58,0.017,0.1508,-0.0678,-0.0871
19.6,-0.056,0.1314,-0.1538,-0.3036
19.62,-0.3054,-0.0961,-0.0017,0.0849
19.64,-0.1748,0.107,0.0899,-0.3279
19.66,0.0132,-0.0003,0.0727,0.2707
19.68,-0.1609,0.2243,0.0483,0.0138
19.7,-0.1143,0.0486,-0.217,0.2746
19.72,-0.0449,-0.1727,-0.3126,0.0933
19.74,0.3163,0.0891,0.0601,-0.2307
19.76,-0.1895,0.0607,0.0438,-0.0414
19.78,0.0097,0.2184,-0.0638,0.0814
19.8,-0.0198,-0.0263,0.0746,-0.0239
19.82,0.1766,-0.0089,-0.264,0.1422
19.84,-0.0627,0.0636,-0.0253,0.3371
19.86,-0.1605,0.0241,0.1201,0.0755
19.88,-0.1888,0.0106,0.2037,-0.1388
19.9,-0.0646,0.0456,0.1745,0.0691
19.92,-0.0709,-0.0385,0.0744,-0.3824
19.94,-0.0671,0.0308,-0.1329,0.1997
19.96,0.0841,0.1244,-0.1565,0.1408
19.98,0.0971,0.0613,0.1023,0.1589
20.0,0.0734,-0.2663,0.0252,-0.3477
20.02,-0.0672,0.2194,0.1424,-0.1498
20.04,-0.3045,0.0729,-0.1554,0.1847
20.06,-0.0531,-0.0772,-0.096,-0.0408
20.08,0.0752,-0.0596,-0.1291,-0.1081
20.1,0.1525,-0.0065,-0.0175,-0.1993
20.12,0.2245,-0.0179,0.1101,-0.0064
20.14,0.0478,-0.2596,-0.0239,-0.1579
20.16,0.2215,-0.1801,0.075,-0.1316
20.18,-0.0799,-0.129,0.0913,0.0932
20.2,-0.2296,0.0745,-0.0923,-0.0176
20.22,-0.3258,0.0781,-0.2168,0.0759
20.24,-0.2108,-0.0211,-0.1464,0.1639
20.26,-0.0393,-0.1226,-0.0663,-0.0424
20.28,-0.2331,0.1144,0.0291,-0.1167
20.3,0.0466,-0.1242,-0.0834,0.2707
20.32,0.0999,0.1742,-0.1019,0.1096
20.34,0.2409,-0.1921,-0.0794,-0.386
20.36,-0.1268,-0.0722,-0.0621,0.0726
20.38,0.2036,-0.0777,0.0177,-0.0142
20.4,-0.0726,-0.1225,-0.1731,0.2311
20.42,-0.1341,-0.031,0.0486,0.0004
20.44,-0.2081,-0.0768,0.2061,0.3405
20.46,0.0018,0.1557,0.0293,-0.3403
20.48,-0.2744,-0.0002,0.0736,-0.1309
20.5,-0.0181,-0.1116,0.1761,0.043
20.52,-0.1326,-0.0808,0.2205,0.1939
20.54,-0.0695,0.0785,0.0536,0.148
20.56,0.2213,0.0842,0.0341,0.037
20.58,-0.0006,-0.0697,0.0461,-0.4988
20.6,-0.2418,-0.0661,-0.1456,0.1825
20.62,0.1373,-0.0972,-0.3798,-0.0996
20.64,-0.0499,0.2089,0.1661,0.0319
20.66,-0.1477,0.0463,0.0771,0.0377
20.68,0.0805,-0.091,0.1082,0.0159
20.7,0.2282,0.3429,-0.0078,-0.0274
20.72,0.0051,-0.1787,-0.2789,0.1909
20.74,-0.0353,0.03,-0.1031,0.3271
20.76,0.0891,0.038,-0.0175,0.0655
20.78,-0.1883,-0.0081,-0.0118,0.3476
20.8,-0.229,0.0547,-0.0381,-0.3783
20.82,0.1477,0.0945,0.0225,0.0046
20.84,-0.0073,-0.0387,-0.0352,0.2425
20.86,-0.0217,-0.1433,-0.0902,0.2681
20.88,-0.0205,0.1494,-0.0049,-0.1589
20.9,0.0391,0.0334,-0.0083,-0.4692
20.92,-0.0041,-0.1239,0.173,0.3375
20.94,-0.0525,-0.0802,-0.0985,-0.0851
20.96,-0.0233,-0.0886,-0.1193,0.0364
20.98,0.0384,0.1347,-0.1043,-0.4348
21.0,0.0724,0.0404,0.0052,-0.0626
21.02,0.0631,-0.1369,-0.1158,0.1816
21.04,-0.1326,0.0236,0.0221,-0.1774
21.06,0.1151,0.0221,0.078,0.197
21.08,0.2458,0.0512,0.0548,-0.0443
21.1,-0.0503,0.1291,0.1664,0.0369
21.12,-0.0349,0.0848,0.2643,-0.1207
21.14,0.0226,0.0391,0.0488,0.421
21.16,0.0112,0.0229,-0.1575,-0.2708
21.18,-0.3023,0.2323,0.2152,-0.3229
21.2,-0.0451,0.08,0.1395,-0.0016
21.22,-0.1217,0.0391,0.1571,-0.2017
21.24,0.0868,0.0915,-0.0573,0.0293
21.26,-0.0245,0.0247,0.0641,-0.0601
21.28,-0.1734,-0.2575,0.0218,-0.0575
21.3,0.3632,0.0346,0.2112,0.0672
21.32,0.1379,-0.1421,0.143,-0.1782
21.34,0.08,-0.0598,-0.1383,0.0678
21.36,0.3313,0.1563,0.0424,0.2376
21.38,0.1191,-0.0285,0.1059,0.017
21.4,-0.1626,0.0979,0.2113,0.091
21.42,0.0869,-0.1407,0.0813,0.1774
21.44,-0.0805,-0.1225,-0.0658,-0.006
21.46,0.1465,-0.1682,-0.1001,0.3428
21.48,0.1434,-0.0378,-0.2887,0.0067
21.5,-0.1182,0.1345,-0.0734,0.0173
21.52,-0.299,-0.0944,-0.1079,0.071
21.54,0.2879,0.2239,0.1305,-0.229
21.56,-0.012,-0.1765,0.0257,-0.2881
21.58,-0.1002,-0.0826,0.0107,0.2268
21.6,-0.0333,-0.0473,0.0584,0.0525
21.62,-0.0238,-0.0297,-0.1549,0.0728
21.64,-0.0171,0.2124,0.0982,0.1656
21.66,0.1889,-0.1337,-0.0881,0.2546
21.68,-0.0425,0.3365,-0.0648,-0.0935
21.7,0.0145,0.1281,-0.1061,0.0546
21.72,0.1022,0.0554,0.2242,0.1825
21.74,0.158,-0.0537,-0.0141,-0.0497
21.76,0.1137,-0.182,0.0184,0.0716
21.78,-0.1463,0.0419,0.0403,-0.2715
21.8,0.1419,-0.0977,-0.1128,0.2161
21.82,0.0354,0.0002,-0.2112,-0.3105
