sample_id,noise_level,target_snr_db,method,truth_p_s,truth_s_s,p_label_status,s_label_status,p_time_s,s_time_s,abstained,correct,unsafe_error,intercepted_or_correct
XO.LA32..HH.2018.05.28.09.24.25,L2,5.0,single_model,44.999996566950266,55.10999579565842,manual,manual,,,1,0,0,1
XO.LA32..HH.2018.05.28.09.24.25,L2,5.0,highest_confidence,44.999996566950266,55.10999579565842,manual,manual,,,1,0,0,1
XO.LA32..HH.2018.05.28.09.24.25,L2,5.0,trust_layer,44.999996566950266,55.10999579565842,manual,manual,,,1,0,0,1
XO.LA32..HH.2018.05.28.09.24.25,L3,2.0,single_model,44.999996566950266,55.10999579565842,manual,manual,,,1,0,0,1
XO.LA32..HH.2018.05.28.09.24.25,L3,2.0,highest_confidence,44.999996566950266,55.10999579565842,manual,manual,,,1,0,0,1
XO.LA32..HH.2018.05.28.09.24.25,L3,2.0,trust_layer,44.999996566950266,55.10999579565842,manual,manual,,,1,0,0,1
XO.LT09..HH.2018.05.28.09.24.23,L0,original,single_model,45.0,53.37,manual,manual,44.89,53.58,0,1,0,1
XO.LT09..HH.2018.05.28.09.24.23,L0,original,highest_confidence,45.0,53.37,manual,manual,44.89,53.58,0,1,0,1
XO.LT09..HH.2018.05.28.09.24.23,L0,original,trust_layer,45.0,53.37,manual,manual,,53.485,1,0,0,1
XO.LT09..HH.2018.05.28.09.24.23,L1,10.0,single_model,45.0,53.37,manual,manual,,,1,0,0,1
XO.LT09..HH.2018.05.28.09.24.23,L1,10.0,highest_confidence,45.0,53.37,manual,manual,,143.28,1,0,0,1
XO.LT09..HH.2018.05.28.09.24.23,L1,10.0,trust_layer,45.0,53.37,manual,manual,,,1,0,0,1
XO.LT09..HH.2018.05.28.09.24.23,L2,5.0,single_model,45.0,53.37,manual,manual,,,1,0,0,1
XO.LT09..HH.2018.05.28.09.24.23,L2,5.0,highest_confidence,45.0,53.37,manual,manual,,136.82,1,0,0,1
XO.LT09..HH.2018.05.28.09.24.23,L2,5.0,trust_layer,45.0,53.37,manual,manual,,,1,0,0,1
XO.LT09..HH.2018.05.28.09.24.23,L3,2.0,single_model,45.0,53.37,manual,manual,,,1,0,0,1
XO.LT09..HH.2018.05.28.09.24.23,L3,2.0,highest_confidence,45.0,53.37,manual,manual,,68.63,1,0,0,1
XO.LT09..HH.2018.05.28.09.24.23,L3,2.0,trust_layer,45.0,53.37,manual,manual,,,1,0,0,1
XO.LT04..HH.2018.05.28.22.01.04,L0,original,single_model,44.99000343246732,59.390004531101006,automatic,manual,44.96,59.5,0,1,0,1
XO.LT04..HH.2018.05.28.22.01.04,L0,original,highest_confidence,44.99000343246732,59.390004531101006,automatic,manual,44.96,59.5,0,1,0,1
XO.LT04..HH.2018.05.28.22.01.04,L0,original,trust_layer,44.99000343246732,59.390004531101006,automatic,manual,44.99,59.465,0,1,0,1
XO.LT04..HH.2018.05.28.22.01.04,L1,10.0,single_model,44.99000343246732,59.390004531101006,automatic,manual,,,1,0,0,1
XO.LT04..HH.2018.05.28.22.01.04,L1,10.0,highest_confidence,44.99000343246732,59.390004531101006,automatic,manual,,,1,0,0,1
XO.LT04..HH.2018.05.28.22.01.04,L1,10.0,trust_layer,44.99000343246732,59.390004531101006,automatic,manual,,,1,0,0,1
XO.LT04..HH.2018.05.28.22.01.04,L2,5.0,single_model,44.99000343246732,59.390004531101006,automatic,manual,,,1,0,0,1
XO.LT04..HH.2018.05.28.22.01.04,L2,5.0,highest_confidence,44.99000343246732,59.390004531101006,automatic,manual,,,1,0,0,1
XO.LT04..HH.2018.05.28.22.01.04,L2,5.0,trust_layer,44.99000343246732,59.390004531101006,automatic,manual,,,1,0,0,1
XO.LT04..HH.2018.05.28.22.01.04,L3,2.0,single_model,44.99000343246732,59.390004531101006,automatic,manual,,,1,0,0,1
XO.LT04..HH.2018.05.28.22.01.04,L3,2.0,highest_confidence,44.99000343246732,59.390004531101006,automatic,manual,,,1,0,0,1
XO.LT04..HH.2018.05.28.22.01.04,L3,2.0,trust_layer,44.99000343246732,59.390004531101006,automatic,manual,,,1,0,0,1
