sample_id,chunk,truth_p_s,truth_s_s,phasenet_p,pickblue_p,obst_p
XO.LT06..HH.2018.06.03.22.39.34,201806,,45.0,0,1,1
XO.LT01..HH.2018.06.06.02.15.01,201806,,45.0,0,0,1
XO.LA33..HH.2018.06.07.09.25.10,201806,44.99,58.08,0,1,1
XO.LA39..HH.2018.06.08.06.22.04,201806,44.99,62.47,0,1,1
XO.LD40..HH.2018.06.10.05.24.39,201806,,44.99,0,0,1
XO.LT01..HH.2018.06.10.09.11.42,201806,,45.0,0,1,1
XO.LD40..HH.2018.06.05.03.55.20,201806,,45.33,0,1,1
XO.LA39..HH.2018.06.06.09.29.04,201806,,44.99,0,1,0
XO.LA39..HH.2018.06.06.10.41.24,201806,,45.0,0,1,1
XO.LD40..HH.2018.06.06.13.51.38,201806,,45.0,0,0,0
XO.LD40..HH.2018.06.06.13.54.37,201806,,44.99,0,0,0
XO.LA29..HH.2018.06.16.10.24.41,201806,,45.0,0,0,1
XO.LT13..HH.2018.06.16.10.24.26,201806,45.0,55.54,0,1,1
XO.LD45..HH.2018.06.16.10.24.25,201806,44.99,55.38,1,1,1
XO.LA34..HH.2018.06.16.10.24.21,201806,44.99,52.47,0,1,1
XO.LT17..HH.2018.06.16.10.24.29,201806,45.0,,0,0,1
XO.LD40..HH.2018.06.17.05.47.57,201806,,45.0,0,0,1
XO.LD40..HH.2018.06.19.16.54.03,201806,,44.99,0,1,1
XO.LT01..HH.2018.06.20.09.27.13,201806,44.99,,0,1,1
XO.LD40..HH.2018.06.20.12.34.19,201806,,45.0,0,0,0
XO.LT01..HH.2018.06.15.09.47.11,201806,45.0,53.61,0,1,1
XO.LA39..HH.2018.06.15.09.47.18,201806,45.0,59.27,1,1,1
XO.LD41..HH.2018.06.15.09.47.29,201806,44.99,,0,1,1
XO.LT07..HH.2018.06.21.04.29.40,201806,45.0,55.77,0,1,1
XO.LA34..HH.2018.06.22.16.31.13,201806,45.0,75.57,0,1,1
XO.LD44..HH.2018.06.22.16.31.39,201806,,44.99,0,0,1
XO.LD38..HH.2018.06.23.03.56.47,201806,45.0,,0,1,1
XO.LA39..HH.2018.06.23.08.23.45,201806,44.99,59.34,0,1,1
XO.LD41..HH.2018.06.24.13.36.09,201806,44.99,,0,0,1
XO.LA21..HH.2018.06.25.11.14.34,201806,44.99,58.84,0,1,1
XO.LD40..HH.2018.06.25.11.14.59,201806,,44.99,0,0,0
XO.LT09..HH.2018.06.25.11.15.04,201806,,45.0,0,1,1
XO.LA21..HH.2018.06.27.13.14.06,201806,45.0,55.1,0,1,1
XO.LD40..HH.2018.06.27.13.14.18,201806,45.0,,0,1,1
XO.LD41..HH.2018.06.28.02.12.16,201806,44.99,72.83,0,1,1
XO.LD38..HH.2018.06.28.02.12.16,201806,,45.0,0,1,1
XO.LT01..HH.2018.06.28.16.18.09,201806,,44.99,0,1,1
XO.LT06..HH.2018.06.28.23.10.28,201806,44.99,52.47,0,1,1
XO.LD40..HH.2018.06.29.02.18.17,201806,44.99,65.92,0,1,1
XO.LT12..HH.2018.06.29.12.37.02,201806,45.0,53.03,0,1,1
XO.LT07..HH.2018.06.29.16.32.47,201806,45.0,52.97,0,1,1
XO.LD40..HH.2018.06.30.20.21.29,201806,,45.0,0,0,1
XO.LA39..HH.2018.07.01.04.04.30,201807,45.0,59.73,1,1,1
XO.LA25..HH.2018.07.01.19.54.40,201807,44.99,70.2,1,1,1
XO.LT16..HH.2018.07.01.19.54.44,201807,44.99,,0,1,1
XO.LA39..HH.2018.07.01.01.03.07,201807,44.99,58.28,0,1,1
XO.LA39..HH.2018.07.01.06.47.58,201807,45.0,60.69,0,1,1
XO.LT07..HH.2018.07.01.19.09.26,201807,45.0,52.78,0,1,1
XO.LT01..HH.2018.07.02.14.22.32,201807,45.0,63.22,0,0,1
XO.LD41..HH.2018.07.02.14.22.35,201807,45.0,64.55,0,1,1
XO.LD40..HH.2018.07.02.14.22.26,201807,45.0,60.89,0,1,1
XO.LT01..HH.2018.07.02.00.06.04,201807,,44.99,0,0,1
XO.LT17..HH.2018.07.02.03.50.52,201807,45.0,49.31,0,1,1
XO.LA39..HH.2018.07.03.01.45.18,201807,45.0,60.3,1,1,1
XO.LT01..HH.2018.07.03.07.07.13,201807,44.99,,1,1,1
XO.LT10..HH.2018.07.03.07.06.51,201807,44.99,,1,1,1
XO.LT12..HH.2018.07.03.07.06.57,201807,45.0,,0,1,1
XO.LD36..HH.2018.07.03.07.07.02,201807,44.99,,1,1,1
XO.LT13..HH.2018.07.03.07.11.22,201807,45.0,,0,1,1
XO.LD40..HH.2018.07.03.07.23.47,201807,44.99,66.4,0,1,1
XO.LD36..HH.2018.07.03.08.46.32,201807,44.99,,0,0,0
XO.LT06..HH.2018.07.03.08.46.40,201807,,44.99,0,1,1
XO.LT04..HH.2018.07.03.09.05.05,201807,45.0,,0,0,1
XO.LT14..HH.2018.07.03.09.04.52,201807,44.99,,1,1,1
XO.LT14..HH.2018.07.03.11.25.10,201807,45.0,65.06,0,1,1
XO.LT13..HH.2018.07.03.11.53.32,201807,44.99,,0,1,1
XO.LA21..HH.2018.07.03.19.18.22,201807,44.99,53.35,1,1,1
XO.LD36..HH.2018.07.03.19.18.32,201807,45.0,61.3,1,1,1
XO.LD38..HH.2018.07.03.19.18.32,201807,45.0,61.77,1,1,1
XO.LA32..HH.2018.07.03.19.18.46,201807,45.0,71.37,0,1,1
XO.LT12..HH.2018.07.03.19.18.46,201807,45.0,71.92,0,1,1
XO.LT14..HH.2018.07.03.19.18.51,201807,44.99,75.91,0,1,1
XO.LT09..HH.2018.07.03.19.19.04,201807,,44.99,0,1,1
XO.LT10..HH.2018.07.03.21.06.52,201807,44.99,65.69,0,1,1
XO.LT04..HH.2018.07.03.22.14.09,201807,44.99,76.16,0,1,1
XO.LT14..HH.2018.07.03.00.22.38,201807,44.99,57.7,0,1,1
XO.LT16..HH.2018.07.03.07.21.29,201807,45.0,,0,0,1
XO.LT14..HH.2018.07.03.10.14.00,201807,44.99,,0,1,1
XO.LT07..HH.2018.07.03.13.10.52,201807,45.0,67.46,0,1,1
XO.LT10..HH.2018.07.03.13.11.01,201807,45.0,73.99,0,1,1
XO.LT14..HH.2018.07.03.13.11.01,201807,44.99,75.21,0,1,1
XO.LD36..HH.2018.07.03.13.11.07,201807,44.99,78.51,1,1,1
XO.LT01..HH.2018.07.03.13.11.44,201807,,45.0,0,0,1
XO.LT10..HH.2018.07.03.13.15.39,201807,,44.99,0,0,1
XO.LT10..HH.2018.07.03.12.56.42,201807,45.0,65.29,0,1,1
XO.LA39..HH.2018.07.04.21.57.02,201807,,44.99,0,0,0
XO.LT06..HH.2018.07.04.05.55.42,201807,,44.99,0,1,0
XO.LA39..HH.2018.07.04.19.05.46,201807,45.0,,0,1,1
XO.LT20..HH.2018.07.05.04.59.34,201807,,44.99,0,1,1
XO.LT12..HH.2018.07.05.04.58.59,201807,,45.0,0,1,1
XO.LT17..HH.2018.07.05.17.41.35,201807,44.99,61.06,0,1,1
XO.LD44..HH.2018.07.05.17.41.40,201807,44.99,63.66,0,1,1
XO.LA34..HH.2018.07.05.17.41.48,201807,45.0,,0,1,1
XO.LD44..HH.2018.07.05.18.27.29,201807,,44.99,0,1,1
XO.LA33..HH.2018.07.05.18.27.50,201807,,44.99,0,1,1
XO.LA39..HH.2018.07.05.22.25.01,201807,,45.0,0,1,1
XO.LT04..HH.2018.07.06.02.16.13,201807,44.99,,0,1,1
XO.LT12..HH.2018.07.06.22.30.18,201807,45.0,70.35,0,1,1
XO.LT18..HH.2018.07.06.19.37.10,201807,44.99,,0,1,1
XO.LD40..HH.2018.07.06.21.48.29,201807,,44.99,0,0,0
XO.LA39..HH.2018.07.07.11.31.21,201807,45.0,68.33,0,1,1
XO.LT13..HH.2018.07.07.20.45.50,201807,44.99,62.23,0,1,1
XO.LT18..HH.2018.07.07.20.45.37,201807,44.99,50.54,0,1,1
XO.LD40..HH.2018.07.08.11.02.55,201807,44.99,63.36,0,1,1
XO.LT04..HH.2018.07.08.03.13.53,201807,44.99,,0,0,1
XO.LD41..HH.2018.07.08.05.42.20,201807,44.99,62.09,0,1,1
XO.LA32..HH.2018.07.08.15.13.51,201807,44.99,52.89,1,1,1
XO.LA26..HH.2018.07.08.15.13.51,201807,45.0,,0,1,1
XO.LA21..HH.2018.07.08.15.13.59,201807,44.99,58.88,1,1,1
XO.LD44..HH.2018.07.08.15.14.06,201807,45.0,63.0,1,1,1
XO.LA39..HH.2018.07.08.18.24.27,201807,,44.99,0,1,1
XO.LT01..HH.2018.07.09.17.48.38,201807,45.0,67.36,0,0,1
XO.LA39..HH.2018.07.09.17.48.29,201807,44.99,59.92,1,1,1
XO.LT04..HH.2018.07.09.20.54.09,201807,44.99,,0,1,1
XO.LT01..HH.2018.07.10.23.35.34,201807,,45.0,0,1,1
XO.LT01..HH.2018.07.10.16.43.25,201807,,45.0,0,1,1
XO.LD40..HH.2018.07.10.18.19.05,201807,,45.0,0,1,1
XO.LA39..HH.2018.07.10.21.15.46,201807,44.99,59.39,0,0,0
XO.LD40..HH.2018.07.10.21.16.19,201807,,45.0,0,1,1
XO.LT14..HH.2018.07.11.10.03.31,201807,44.99,,0,1,1
XO.LT04..HH.2018.07.11.10.03.42,201807,,44.99,0,1,1
XO.LT12..HH.2018.07.11.17.34.32,201807,,44.99,0,1,1
XO.LD41..HH.2018.07.11.17.45.47,201807,45.0,70.54,0,1,1
XO.LT04..HH.2018.07.11.17.50.27,201807,,44.99,0,1,1
XO.LT06..HH.2018.07.11.19.58.12,201807,45.0,,0,1,1
XO.LT20..HH.2018.07.11.07.48.46,201807,,44.99,0,1,1
XO.LD44..HH.2018.07.11.07.48.16,201807,44.99,60.27,0,1,1
XO.LD41..HH.2018.07.11.17.47.02,201807,45.0,71.53,0,0,1
XO.LD41..HH.2018.07.12.00.45.58,201807,45.0,69.43,1,1,1
XO.LT04..HH.2018.07.12.02.05.29,201807,44.99,76.12,0,1,1
XO.LD38..HH.2018.07.12.02.05.23,201807,,45.0,0,1,1
XO.LT06..HH.2018.07.12.02.57.14,201807,44.99,53.01,1,1,1
XO.LT09..HH.2018.07.12.02.57.23,201807,44.99,,0,1,1
XO.LD41..HH.2018.07.12.02.57.39,201807,45.0,,1,1,1
XO.LA34..HH.2018.07.12.02.57.39,201807,44.99,,0,1,1
XO.LD41..HH.2018.07.12.08.20.27,201807,44.99,60.18,0,1,1
XO.LA39..HH.2018.07.12.08.20.45,201807,,45.0,0,0,1
XO.LT07..HH.2018.07.12.21.03.00,201807,45.0,,0,1,1
XO.LT12..HH.2018.07.12.21.03.12,201807,45.0,70.49,0,1,1
XO.LT06..HH.2018.07.12.23.34.15,201807,44.99,51.53,1,1,1
XO.LD40..HH.2018.07.12.00.37.42,201807,,45.0,0,0,1
XO.LT01..HH.2018.07.12.00.47.49,201807,,44.99,0,0,1
XO.LD41..HH.2018.07.12.00.47.35,201807,44.99,69.22,0,1,1
XO.LA39..HH.2018.07.12.00.47.36,201807,,44.99,0,0,0
XO.LD41..HH.2018.07.12.01.45.08,201807,45.0,,0,1,1
XO.LT01..HH.2018.07.12.06.43.21,201807,,44.99,0,0,1
XO.LD40..HH.2018.07.12.07.07.16,201807,,44.99,0,0,1
XO.LT04..HH.2018.07.12.08.32.02,201807,,44.99,0,0,1
XO.LT01..HH.2018.07.12.09.38.55,201807,,44.99,0,0,1
XO.LT17..HH.2018.07.12.10.25.09,201807,,45.0,0,0,1
XO.LA39..HH.2018.07.12.14.39.37,201807,,44.99,0,1,1
XO.LA33..HH.2018.07.13.07.11.32,201807,44.99,63.28,0,1,1
XO.LT01..HH.2018.07.13.10.08.23,201807,,45.0,0,1,1
XO.LA39..HH.2018.07.13.21.32.30,201807,45.0,60.11,1,1,1
XO.LD41..HH.2018.07.13.21.32.49,201807,44.99,74.58,1,1,1
XO.LD41..HH.2018.07.13.22.30.43,201807,44.99,75.26,1,1,1
XO.WD46..HH.2018.07.13.22.30.13,201807,45.0,,0,0,1
XO.LA39..HH.2018.07.13.11.44.00,201807,,45.0,0,0,1
XO.LD40..HH.2018.07.14.15.38.46,201807,44.99,66.45,0,1,1
XO.LA39..HH.2018.07.14.19.00.28,201807,45.0,62.01,0,1,1
XO.LD40..HH.2018.07.14.19.27.17,201807,,45.0,0,0,0
XO.LD41..HH.2018.07.14.19.27.36,201807,,44.99,0,1,1
XO.LA33..HH.2018.07.15.00.14.08,201807,45.0,56.18,1,1,1
XO.LA29..HH.2018.07.15.00.14.14,201807,45.0,59.98,0,1,1
XO.LT14..HH.2018.07.15.00.14.28,201807,44.99,,0,1,1
XO.LT10..HH.2018.07.15.00.14.29,201807,45.0,72.05,0,1,1
XO.LA23..HH.2018.07.15.00.15.03,201807,,44.99,0,1,1
XO.LA34..HH.2018.07.15.01.52.47,201807,44.99,55.86,0,1,1
XO.LD36..HH.2018.07.15.01.53.00,201807,44.99,64.76,0,1,1
XO.LT04..HH.2018.07.16.00.19.34,201807,,44.99,0,0,1
XO.WD49..HH.2018.07.16.08.15.57,201807,44.99,,0,0,0
XO.LA39..HH.2018.07.16.22.51.24,201807,45.0,62.57,1,1,1
XO.LT17..HH.2018.07.16.07.24.24,201807,44.99,50.09,0,1,1
XO.LT20..HH.2018.07.16.07.24.44,201807,,44.99,1,1,1
XO.LD40..HH.2018.07.16.11.35.05,201807,,44.99,0,1,1
XO.LT18..HH.2018.07.17.03.30.59,201807,44.99,58.8,0,1,1
XO.LT12..HH.2018.07.17.03.31.00,201807,44.99,60.63,0,1,1
XO.LA34..HH.2018.07.17.03.31.05,201807,45.0,64.55,0,1,1
XO.LD36..HH.2018.07.17.03.31.15,201807,44.99,,0,1,1
XO.LD44..HH.2018.07.17.03.31.27,201807,,45.0,0,1,1
XO.WD49..HH.2018.07.17.02.33.12,201807,44.99,68.04,0,1,1
XO.LD41..HH.2018.07.17.02.33.20,201807,45.0,,0,1,1
XO.LT06..HH.2018.07.17.17.34.45,201807,44.99,57.26,0,1,1
XO.LA26..HH.2018.07.17.17.35.05,201807,44.99,,0,1,1
XO.LT20..HH.2018.07.17.21.17.43,201807,,45.0,0,1,1
XO.LA34..HH.2018.07.18.11.56.27,201807,45.0,,0,1,1
XO.WD52..HH.2018.07.18.19.05.35,201807,45.0,,0,0,0
XO.LA34..HH.2018.07.18.19.05.40,201807,45.0,61.3,1,1,1
XO.WD60..HH.2018.07.18.19.06.03,201807,45.0,,1,1,1
XO.LT18..HH.2018.07.18.19.19.45,201807,44.99,51.42,1,1,1
XO.LD44..HH.2018.07.18.19.19.52,201807,44.99,55.49,1,1,1
XO.LT20..HH.2018.07.18.19.23.10,201807,44.99,53.71,0,1,1
XO.LT18..HH.2018.07.18.01.55.25,201807,,44.99,0,1,1
XO.LA29..HH.2018.07.18.01.55.31,201807,,45.0,0,0,1
XO.WD58..HH.2018.07.18.14.07.46,201807,44.99,,0,1,1
XO.LD40..HH.2018.07.18.18.47.37,201807,,45.0,0,1,1
XO.WS75..HH.2018.07.19.02.27.41,201807,45.0,,1,0,0
XO.LT13..HH.2018.07.19.02.27.56,201807,44.99,,0,1,1
XO.LT16..HH.2018.07.19.02.27.59,201807,45.0,,0,1,1
XO.LT14..HH.2018.07.19.02.28.04,201807,44.99,,0,1,1
XO.WD63..HH.2018.07.19.02.28.07,201807,45.0,,0,1,1
XO.WD60..HH.2018.07.19.02.28.15,201807,45.0,,1,1,1
XO.LD45..HH.2018.07.19.02.54.07,201807,45.0,54.47,0,1,1
XO.LT07..HH.2018.07.19.06.06.09,201807,44.99,52.83,1,1,1
XO.LT07..HH.2018.07.19.10.36.01,201807,44.99,,0,1,1
XO.LD36..HH.2018.07.19.10.36.09,201807,44.99,,0,1,1
XO.LA34..HH.2018.07.19.14.32.56,201807,45.0,61.66,1,1,1
XO.WD59..HH.2018.07.19.14.33.19,201807,45.0,79.93,0,1,1
XO.WD60..HH.2018.07.19.14.33.19,201807,45.0,77.97,1,1,1
XO.LA32..HH.2018.07.19.14.33.03,201807,45.0,66.49,1,1,1
XO.LA30..HH.2018.07.19.14.33.30,201807,,44.99,0,1,0
XO.LT20..HH.2018.07.19.14.32.44,201807,44.99,53.63,1,1,1
XO.LD44..HH.2018.07.19.14.32.49,201807,45.0,56.68,1,1,1
XO.WD60..HH.2018.07.19.15.04.49,201807,,45.0,0,1,1
XO.LT20..HH.2018.07.19.21.15.38,201807,44.99,53.17,0,1,1
XO.LT13..HH.2018.07.19.21.15.53,201807,44.99,,0,1,1
XO.LA28..HH.2018.07.19.21.16.06,201807,44.99,73.36,0,1,1
XO.WD49..HH.2018.07.19.03.27.23,201807,45.0,67.13,0,1,1
XO.LD41..HH.2018.07.19.09.30.03,201807,45.0,,0,1,1
XO.WD46..HH.2018.07.19.12.43.41,201807,44.99,,1,0,1
XO.LA39..HH.2018.07.19.12.43.50,201807,44.99,60.62,0,1,1
XO.LT17..HH.2018.07.19.14.15.51,201807,44.99,53.06,0,1,1
XO.LD44..HH.2018.07.19.14.15.56,201807,45.0,56.51,1,1,1
XO.WD62..HH.2018.07.19.14.16.15,201807,44.99,70.95,1,1,1
XO.WD64..HH.2018.07.19.14.16.20,201807,44.99,75.49,1,1,1
XO.LA25..HH.2018.07.19.14.16.25,201807,44.99,79.18,0,1,1
XO.LT20..HH.2018.07.19.14.25.14,201807,44.99,59.1,1,1,1
XO.LT18..HH.2018.07.19.14.25.08,201807,44.99,,0,1,1
XO.LA28..HH.2018.07.19.14.45.01,201807,44.99,74.05,0,1,1
XO.LD36..HH.2018.07.19.14.45.43,201807,,44.99,0,1,1
XO.WS75..HH.2018.07.19.15.24.20,201807,44.99,,1,0,0
XO.LT12..HH.2018.07.19.15.43.52,201807,45.0,55.33,0,1,1
XO.LT17..HH.2018.07.19.16.46.04,201807,44.99,52.05,0,1,1
XO.LD40..HH.2018.07.19.17.25.06,201807,,45.0,0,1,1
XO.LA39..HH.2018.07.20.10.42.20,201807,45.0,62.36,0,1,1
XO.LT18..HH.2018.07.20.16.23.18,201807,44.99,59.76,0,1,1
XO.LT17..HH.2018.07.20.16.23.20,201807,44.99,,0,1,1
XO.LT20..HH.2018.07.20.16.23.14,201807,44.99,55.46,1,1,1
XO.WD68..HH.2018.07.20.16.23.27,201807,44.99,,0,1,1
XO.LA29..HH.2018.07.20.16.23.42,201807,44.99,,0,1,1
XO.LT12..HH.2018.07.20.16.23.42,201807,45.0,75.41,0,1,1
XO.WD62..HH.2018.07.20.18.01.13,201807,45.0,,0,1,1
XO.LT10..HH.2018.07.20.18.01.18,201807,44.99,,0,1,1
XO.WD47..HH.2018.07.20.20.46.07,201807,45.0,,1,0,0
XO.LT07..HH.2018.07.20.06.33.44,201807,44.99,,0,1,1
XO.LT20..HH.2018.07.20.10.59.43,201807,,45.0,0,1,1
XO.LA39..HH.2018.07.20.16.07.41,201807,45.0,58.93,0,1,1
XO.LD45..HH.2018.07.21.07.58.08,201807,45.0,55.23,1,1,1
XO.WD67..HH.2018.07.21.07.58.28,201807,45.0,,1,1,1
XO.WD61..HH.2018.07.21.07.58.32,201807,44.99,,0,0,0
XO.WD63..HH.2018.07.21.07.58.32,201807,44.99,,1,1,1
XO.LT18..HH.2018.07.21.08.02.29,201807,44.99,51.04,0,1,1
XO.LD45..HH.2018.07.21.08.02.34,201807,44.99,54.05,0,1,1
XO.LT13..HH.2018.07.21.08.02.47,201807,44.99,,0,1,1
XO.LT12..HH.2018.07.21.08.02.53,201807,45.0,,0,1,1
XO.LT18..HH.2018.07.21.08.14.41,201807,44.99,51.09,1,1,1
XO.LD44..HH.2018.07.21.08.14.48,201807,45.0,,1,1,1
XO.LA32..HH.2018.07.21.08.15.01,201807,45.0,66.27,1,0,0
XO.WD67..HH.2018.07.21.08.15.06,201807,45.0,,0,1,1
XO.LT10..HH.2018.07.21.08.15.11,201807,44.99,73.33,0,1,1
XO.LT17..HH.2018.07.21.08.28.08,201807,44.99,51.68,0,1,1
XO.WD68..HH.2018.07.21.08.28.22,201807,44.99,,0,1,1
XO.LT18..HH.2018.07.21.10.05.24,201807,44.99,51.51,0,1,1
XO.LT20..HH.2018.07.21.10.05.27,201807,44.99,53.03,0,1,1
XO.WD69..HH.2018.07.21.10.05.28,201807,44.99,,0,1,1
XO.WD65..HH.2018.07.21.10.05.43,201807,44.99,,0,1,1
XO.WD59..HH.2018.07.21.10.09.31,201807,44.99,,1,1,1
XO.LD45..HH.2018.07.21.11.48.06,201807,45.0,,1,1,1
XO.LT13..HH.2018.07.21.11.48.19,201807,44.99,,0,1,1
XO.LT16..HH.2018.07.21.11.48.22,201807,45.0,,0,1,1
XO.LT01..HH.2018.07.21.06.55.54,201807,,44.99,0,1,1
XO.LD40..HH.2018.07.21.07.49.29,201807,44.99,66.43,0,1,1
XO.LT20..HH.2018.07.21.08.21.14,201807,44.99,53.46,0,1,1
XO.LT18..HH.2018.07.21.09.52.12,201807,44.99,51.55,0,1,1
XO.LD44..HH.2018.07.21.09.52.29,201807,,44.99,0,1,1
XO.LA34..HH.2018.07.21.09.52.42,201807,,45.0,0,0,0
XO.LT04..HH.2018.07.21.16.10.26,201807,,44.99,0,0,0
XO.WD49..HH.2018.07.21.22.57.32,201807,45.0,,0,1,1
XO.LT01..HH.2018.07.21.22.57.52,201807,,45.0,0,1,1
XO.WS75..HH.2018.07.22.00.28.35,201807,,45.0,0,1,1
XO.LT17..HH.2018.07.22.00.27.59,201807,45.0,71.24,0,1,1
XO.LT12..HH.2018.07.22.00.27.48,201807,45.0,,0,1,1
XO.WD62..HH.2018.07.22.00.28.09,201807,44.99,,0,1,1
XO.WD58..HH.2018.07.22.00.28.10,201807,44.99,,0,1,1
XO.LT04..HH.2018.07.22.16.21.10,201807,44.99,65.31,1,1,1
XO.WS75..HH.2018.07.22.16.21.18,201807,45.0,72.99,0,1,1
XO.LD41..HH.2018.07.22.16.21.19,201807,44.99,,0,1,1
XO.LT20..HH.2018.07.22.16.21.20,201807,44.99,,0,1,1
XO.LT20..HH.2018.07.22.17.12.47,201807,45.0,53.61,0,1,1
XO.WD68..HH.2018.07.22.17.12.59,201807,44.99,62.56,1,1,1
XO.LA30..HH.2018.07.22.17.13.08,201807,45.0,70.56,0,1,1
XO.LD36..HH.2018.07.22.17.13.23,201807,45.0,,0,1,1
XO.LT12..HH.2018.07.23.11.32.01,201807,45.0,,0,1,1
XO.WD61..HH.2018.07.23.11.32.03,201807,44.99,,0,1,1
XO.LA21..HH.2018.07.23.11.32.04,201807,45.0,,0,1,1
XO.LT18..HH.2018.07.23.14.43.47,201807,44.99,,0,1,1
XO.LT20..HH.2018.07.23.14.47.03,201807,44.99,53.53,0,1,1
XO.LT15..HH.2018.07.24.04.12.07,201807,45.0,51.68,1,1,1
XO.LT17..HH.2018.07.24.04.12.25,201807,44.99,,0,1,1
XO.WS75..HH.2018.07.24.04.12.27,201807,45.0,,1,1,1
XO.WD63..HH.2018.07.24.04.12.34,201807,44.99,,1,1,1
XO.LT09..HH.2018.07.24.04.16.32,201807,45.0,50.78,1,1,1
XO.LT15..HH.2018.07.24.04.16.32,201807,45.0,51.71,0,1,1
XO.LT10..HH.2018.07.24.04.16.34,201807,44.99,52.22,1,1,1
XO.LD45..HH.2018.07.24.04.16.50,201807,45.0,65.94,0,1,1
XO.LD44..HH.2018.07.24.04.16.51,201807,45.0,66.48,0,1,1
XO.WD58..HH.2018.07.24.04.16.52,201807,44.99,66.95,1,1,1
XO.WD53..HH.2018.07.24.04.17.03,201807,44.99,,1,1,1
XO.LA25..HH.2018.07.24.14.29.30,201807,44.99,78.95,0,1,1
XO.WD62..HH.2018.07.24.14.29.24,201807,44.99,74.48,1,1,1
XO.WD69..HH.2018.07.24.14.29.03,201807,44.99,62.96,0,1,1
XO.LA33..HH.2018.07.24.15.50.41,201807,44.99,,0,1,1
XO.LA30..HH.2018.07.24.15.50.43,201807,44.99,,0,1,1
XO.LT14..HH.2018.07.24.15.50.44,201807,44.99,,0,1,1
XO.LT15..HH.2018.07.24.15.50.47,201807,,44.99,0,1,1
XO.WD68..HH.2018.07.24.15.50.55,201807,44.99,68.03,0,1,1
XO.WD63..HH.2018.07.24.15.50.59,201807,44.99,71.2,0,1,1
XO.WD67..HH.2018.07.24.15.51.05,201807,45.0,75.01,0,1,1
XO.WD64..HH.2018.07.24.15.51.38,201807,,45.0,0,1,1
XO.WD55..HH.2018.07.24.04.19.19,201807,,44.99,0,0,1
XO.LT12..HH.2018.07.24.04.18.21,201807,45.0,48.87,1,1,1
XO.LT14..HH.2018.07.24.04.18.28,201807,44.99,,0,1,1
XO.LA33..HH.2018.07.24.04.18.32,201807,45.0,58.52,0,1,1
XO.LT13..HH.2018.07.24.04.13.05,201807,44.99,53.16,0,1,1
XO.LT16..HH.2018.07.24.04.13.08,201807,45.0,,0,0,1
XO.WD46..HH.2018.07.24.20.21.13,201807,44.99,,1,0,0
XO.WD56..HH.2018.07.24.20.21.44,201807,44.99,,0,1,1
XO.WS74..HH.2018.07.25.04.07.49,201807,44.99,,0,1,1
XO.WD68..HH.2018.07.25.04.07.52,201807,45.0,,0,1,1
XO.LA28..HH.2018.07.25.21.38.27,201807,44.99,71.2,1,1,1
XO.WD66..HH.2018.07.25.21.37.52,201807,44.99,,1,1,1
XO.LD44..HH.2018.07.25.21.37.59,201807,44.99,52.26,1,1,1
XO.LT20..HH.2018.07.25.21.38.17,201807,44.99,,0,1,1
XO.LA25..HH.2018.07.25.21.38.31,201807,44.99,,0,1,1
XO.LT16..HH.2018.07.25.04.14.41,201807,45.0,54.99,0,1,1
XO.WD66..HH.2018.07.25.18.33.52,201807,44.99,,1,1,1
XO.LD44..HH.2018.07.25.18.33.58,201807,44.99,52.17,1,1,1
XO.WD68..HH.2018.07.25.18.33.58,201807,44.99,52.23,1,1,1
XO.WD52..HH.2018.07.25.18.34.03,201807,44.99,54.14,0,1,1
XO.LA21..HH.2018.07.25.18.34.32,201807,45.0,,1,1,1
XO.LD40..HH.2018.07.26.10.55.02,201807,44.99,66.85,0,1,1
XO.WD70..HH.2018.07.26.10.54.53,201807,44.99,,0,1,1
XO.LA29..HH.2018.07.26.11.38.26,201807,,45.0,0,0,0
XO.LA29..HH.2018.07.26.08.11.03,201807,45.0,57.43,0,0,1
XO.LA26..HH.2018.07.26.08.11.23,201807,,45.0,0,0,1
XO.WD50..HH.2018.07.26.15.26.07,201807,45.0,67.02,0,1,1
XO.LD38..HH.2018.07.26.15.26.05,201807,44.99,65.62,0,1,1
XO.LA25..HH.2018.07.27.17.13.11,201807,44.99,77.24,0,1,0
XO.WD51..HH.2018.07.27.17.13.32,201807,,44.99,0,1,1
XO.LA23..HH.2018.07.27.17.13.42,201807,,45.0,0,1,1
XO.LA39..HH.2018.07.27.22.32.01,201807,45.0,68.46,0,1,1
XO.WD56..HH.2018.07.27.22.32.10,201807,45.0,,0,0,0
XO.WD46..HH.2018.07.27.00.53.08,201807,45.0,,1,0,0
XO.WD70..HH.2018.07.27.00.53.16,201807,45.0,59.18,0,1,1
XO.WD54..HH.2018.07.27.00.53.02,201807,45.0,49.69,1,1,1
XO.WS72..HH.2018.07.27.12.47.55,201807,44.99,,0,1,1
XO.WD50..HH.2018.07.27.13.49.07,201807,45.0,66.28,0,1,1
XO.WD70..HH.2018.07.27.14.45.35,201807,44.99,60.82,0,1,1
XO.WS72..HH.2018.07.27.14.45.38,201807,44.99,62.39,0,1,1
XO.LT07..HH.2018.07.27.17.42.34,201807,,44.99,0,1,1
XO.LT20..HH.2018.07.27.20.02.37,201807,44.99,52.82,1,1,1
XO.LD45..HH.2018.07.28.12.21.53,201807,44.99,,1,1,1
XO.LT13..HH.2018.07.28.12.21.57,201807,44.99,56.9,0,1,1
