sample_id,p_onset_s,s_onset_s,p_peak_ratio,s_peak_ratio
XO.LD41..HH.2018.06.23.15.10.44,47.0,,7.887131910258852,
XO.LD41..HH.2018.06.24.06.41.33,76.48,,5.272595198767578,
XO.LD41..HH.2018.06.24.13.36.09,,,,
XO.LD41..HH.2018.06.24.21.53.25,45.38,,6.804415814775193,
XO.LD41..HH.2018.06.25.15.05.48,74.58,,6.541025987880752,
XO.LD41..HH.2018.06.27.21.35.14,45.24,,9.024197401773199,
XO.LD41..HH.2018.06.28.02.12.16,45.08,,7.189773309804875,
XO.LD41..HH.2018.06.29.21.37.47,46.36,,7.466555242580447,
XO.LD41..HH.2018.07.02.14.22.35,43.72,66.4,8.990504139243813,5.18199585763091
XO.LD41..HH.2018.07.08.05.42.20,45.02,,9.424244974731192,
XO.LD41..HH.2018.07.11.17.45.47,45.5,47.27,5.54425510289109,6.1116825580697345
XO.LD41..HH.2018.07.11.17.47.02,,,,
XO.LD41..HH.2018.07.12.00.45.58,45.07,,7.767451012700348,
XO.LD41..HH.2018.07.12.00.47.35,,,,
XO.LD41..HH.2018.07.12.01.45.08,46.78,,5.357532787171375,
XO.LD41..HH.2018.07.12.02.57.39,44.41,73.87,9.9936042703231,6.172656309221593
XO.LD41..HH.2018.07.12.08.20.27,45.01,,8.41730692620896,
XO.LD41..HH.2018.07.13.21.32.49,44.24,,9.950569773294168,
XO.LD41..HH.2018.07.13.22.30.43,44.7,,9.671813003090003,
XO.LD41..HH.2018.07.14.19.27.36,20.88,,5.953036582697645,
XO.LD41..HH.2018.07.17.02.33.20,45.97,,5.981504651109501,
XO.LD41..HH.2018.07.19.09.30.03,,,,
XO.LD41..HH.2018.07.22.16.21.19,44.98,74.56,9.988745887186376,5.358907395722693
XO.LD41..HH.2018.07.27.17.27.32,45.38,,6.333351008202304,
XO.LD41..HH.2018.07.30.23.50.28,47.24,,9.217188269732242,
XO.LD41..HH.2018.07.31.13.24.04,,,,
XO.LD44..HH.2018.05.26.11.58.59,46.04,,5.4968352495275,
XO.LD44..HH.2018.06.22.16.31.39,45.37,,6.762722300706134,
XO.LD44..HH.2018.06.27.16.31.44,44.64,64.04,9.96857621383349,6.5563153717045966
XO.LD44..HH.2018.07.05.17.41.40,65.12,,6.784444226478587,
XO.LD44..HH.2018.07.05.18.27.29,29.89,,6.61120143207298,
XO.LD44..HH.2018.07.08.15.14.06,44.98,64.43,9.621397385825361,7.096119400427073
XO.LD44..HH.2018.07.11.07.48.16,45.52,61.09,5.837565580050069,8.613823475332692
XO.LD44..HH.2018.07.17.03.31.27,24.3,45.37,6.485519597763346,6.215248740596039
XO.LD44..HH.2018.07.18.19.19.52,45.0,,9.665369714178919,
XO.LD44..HH.2018.07.19.14.15.56,44.4,,9.985156767929494,
XO.LD44..HH.2018.07.19.14.32.49,44.37,,9.981070598504164,
XO.LD44..HH.2018.07.21.08.14.48,44.63,,9.973454790060476,
XO.LD44..HH.2018.07.21.09.52.29,,,,
XO.LD44..HH.2018.07.24.04.16.51,45.32,,7.393355647990427,
XO.LD44..HH.2018.07.25.17.26.25,45.07,51.33,8.020689245014516,8.40171982885369
XO.LD44..HH.2018.07.25.18.33.58,45.09,,9.876184205877866,
XO.LD44..HH.2018.07.25.21.37.59,44.66,,9.980156165156812,
XO.LD44..HH.2018.07.31.19.21.36,45.04,57.06,6.8733322082025,6.171287707353701
XO.LD45..HH.2018.05.25.06.30.42,45.26,95.82,6.019466803857518,5.528229958583648
XO.LD45..HH.2018.06.16.02.51.59,49.51,,8.016560502366628,
XO.LD45..HH.2018.06.16.10.24.25,,,,
XO.LD45..HH.2018.06.26.23.50.41,45.19,,6.65403030802929,
XO.LD45..HH.2018.06.27.00.26.02,45.17,49.01,7.671741894013287,5.4926427346990065
XO.LD45..HH.2018.07.07.12.17.44,44.81,64.42,9.973582713152485,7.317074768495255
XO.LD45..HH.2018.07.10.18.47.50,45.3,,6.501677267412862,
XO.LD45..HH.2018.07.11.07.07.50,45.0,,7.362253328257574,
XO.LD45..HH.2018.07.19.02.54.07,44.99,,8.456662762771652,
XO.LD45..HH.2018.07.21.07.58.08,43.54,,9.873489850649356,
XO.LD45..HH.2018.07.21.08.02.34,45.96,47.73,5.330356931235466,7.672219914835648
XO.LD45..HH.2018.07.21.11.48.06,46.08,,9.919363527252042,
XO.LD45..HH.2018.07.24.04.16.50,46.66,,5.128567920495325,
XO.LD45..HH.2018.07.27.05.54.23,,,,
XO.LD45..HH.2018.07.28.12.21.53,44.45,,9.936188593456771,
XO.LT01..HH.2018.05.25.23.04.56,9.04,45.32,5.210490423807654,5.55449699668585
XO.LT01..HH.2018.05.28.08.07.29,9.35,11.37,9.529685978516188,7.454938081845394
XO.LT01..HH.2018.05.30.09.48.51,,,,
XO.LT01..HH.2018.06.02.15.44.09,129.0,149.84,7.300745222324478,5.141692971481603
XO.LT01..HH.2018.06.02.21.04.45,,,,
XO.LT01..HH.2018.06.03.16.08.35,24.39,45.48,8.526067279172093,5.3508446953455495
XO.LT01..HH.2018.06.04.08.53.58,66.31,,7.354815470557719,
XO.LT01..HH.2018.06.04.11.30.33,,,,
XO.LT01..HH.2018.06.04.23.19.36,20.73,46.73,7.347083547068735,5.836067446656383
XO.LT01..HH.2018.06.06.02.15.01,33.92,108.91,6.826285885744648,6.344935714049612
XO.LT01..HH.2018.06.07.03.06.19,45.18,101.8,7.805202248882634,9.822770414883848
XO.LT01..HH.2018.06.07.04.18.38,11.78,28.02,5.133585156908662,5.798883642857451
XO.LT01..HH.2018.06.07.05.19.07,46.89,142.13,5.119997160880955,5.937821087602272
XO.LT01..HH.2018.06.07.07.54.27,81.74,87.81,5.988080003342148,7.092102166587302
XO.LT01..HH.2018.06.10.09.11.42,28.77,78.33,8.476962749847772,9.846900230563195
XO.LT01..HH.2018.06.12.07.45.33,17.19,34.09,7.848793148945277,6.940175670620383
XO.LT01..HH.2018.06.12.16.24.38,72.79,91.07,6.535821404415047,5.176143896909567
XO.LT01..HH.2018.06.12.18.57.46,83.26,,5.373976390429684,
XO.LT01..HH.2018.06.12.23.24.29,66.89,144.52,8.201224414625102,6.696105574362084
XO.LT01..HH.2018.06.14.16.47.51,25.9,45.2,6.2897104935920956,8.856311425987915
XO.LT01..HH.2018.06.15.09.47.11,10.67,17.69,7.063823082933669,7.9272297059186
XO.LT01..HH.2018.06.18.21.45.13,8.54,45.42,6.117487633339171,9.347852927245109
XO.LT01..HH.2018.06.20.09.27.13,45.13,79.82,6.472418274178198,9.402391547860212
XO.LT01..HH.2018.06.20.15.31.21,17.27,37.99,8.432373268906117,6.825988304209802
XO.LT01..HH.2018.06.20.21.38.34,45.33,49.15,7.430046502868562,6.700965633986027
XO.LT01..HH.2018.06.23.03.58.04,25.41,32.26,5.226767474279993,5.702595924923939
XO.LT01..HH.2018.06.23.22.50.12,16.63,33.27,6.358537395249467,7.242516851999628
XO.LT01..HH.2018.06.26.04.07.06,45.13,57.55,7.801321975473001,5.368726838517142
XO.LT01..HH.2018.06.27.18.42.22,18.59,46.78,6.008611096320643,5.306701008034895
XO.LT01..HH.2018.06.27.19.46.50,14.36,19.88,9.44366166209207,7.218390219066022
XO.LT01..HH.2018.06.27.22.26.10,9.3,45.49,8.7299046441283,7.820534778033803
XO.LT01..HH.2018.06.28.16.18.09,24.51,46.14,9.259661823656025,5.354937519470941
XO.LT01..HH.2018.06.29.02.22.56,12.28,45.6,9.61694365616895,6.374335891895942
XO.LT01..HH.2018.06.30.03.05.03,28.2,71.45,5.029249231897475,6.844250976992611
XO.LT01..HH.2018.07.02.00.06.04,6.9,24.75,6.635813493522519,9.492850936437687
XO.LT01..HH.2018.07.02.14.22.32,29.81,45.4,8.083691872601568,6.5186497764680285
XO.LT01..HH.2018.07.03.07.07.13,23.37,37.24,5.294022182827312,5.942321109254914
XO.LT01..HH.2018.07.03.13.11.44,15.75,45.95,8.91672032011047,7.225233996035734
XO.LT01..HH.2018.07.04.17.33.43,45.65,69.55,6.50798141085889,9.35122085285618
XO.LT01..HH.2018.07.09.17.48.38,26.97,98.13,5.648505682222903,6.804960862047474
XO.LT01..HH.2018.07.10.16.43.25,18.67,,5.081311093580013,
XO.LT01..HH.2018.07.10.23.35.34,45.97,106.09,6.450227388843962,6.728101409049882
XO.LT01..HH.2018.07.12.00.47.49,,,,
XO.LT01..HH.2018.07.12.06.43.21,118.63,,6.051816507537927,
XO.LT01..HH.2018.07.12.06.51.58,124.56,,6.600577170173938,
XO.LT01..HH.2018.07.12.09.38.55,30.2,,8.548160190472347,
XO.LT01..HH.2018.07.13.10.08.23,20.87,129.62,7.418098143029413,5.469098602832131
XO.LT01..HH.2018.07.15.22.56.46,,,,
XO.LT01..HH.2018.07.21.06.55.54,21.96,106.44,8.801038260832248,8.953830238180052
XO.LT01..HH.2018.07.21.22.57.52,11.54,21.51,9.262376527365289,6.882838258176809
XO.LT01..HH.2018.07.22.22.51.51,6.49,,5.049999089462387,
XO.LT01..HH.2018.07.25.11.33.54,6.41,31.45,6.397020061405677,7.447963702063803
XO.LT01..HH.2018.07.26.13.34.31,115.74,133.21,6.071212848817887,6.603833471995174
XO.LT01..HH.2018.07.31.12.25.28,,,,
XO.LT01..HH.2018.07.31.23.15.16,5.37,35.84,7.933299995501747,8.648717660196576
XO.LT04..HH.2018.05.25.08.10.32,45.01,142.13,8.435230530188084,5.652944363693946
XO.LT04..HH.2018.05.25.08.40.15,44.97,54.66,9.993182163275948,5.121293553067168
XO.LT04..HH.2018.05.25.12.35.31,,,,
XO.LT04..HH.2018.05.28.22.01.04,45.0,,7.30613119102993,
XO.LT04..HH.2018.05.29.04.40.11,45.02,,9.895693118011723,
XO.LT04..HH.2018.05.31.01.58.18,100.85,,5.073922771557941,
XO.LT04..HH.2018.06.01.18.12.44,23.3,45.62,8.089118184686647,6.249914289420602
XO.LT04..HH.2018.06.01.20.35.06,27.78,84.51,6.294778881802587,5.3104754970536545
XO.LT04..HH.2018.06.01.22.02.35,46.21,133.15,7.842121981234754,9.386964747441786
XO.LT04..HH.2018.06.02.13.39.17,,,,
XO.LT04..HH.2018.06.02.19.17.37,126.79,,8.099268020395998,
XO.LT04..HH.2018.06.04.07.08.50,,,,
XO.LT04..HH.2018.06.07.00.12.59,86.52,,6.931234063712635,
XO.LT04..HH.2018.06.07.03.06.30,24.23,,8.34900167700653,
XO.LT04..HH.2018.06.11.01.19.42,,,,
XO.LT04..HH.2018.06.13.07.42.57,16.37,,5.638449600178699,
XO.LT04..HH.2018.06.13.09.46.21,,,,
XO.LT04..HH.2018.06.13.16.20.36,39.66,,5.227603884224896,
XO.LT04..HH.2018.06.13.18.40.27,,,,
XO.LT04..HH.2018.06.14.16.48.05,45.13,47.45,7.6485408960704335,7.0422208409588
XO.LT04..HH.2018.06.19.13.54.29,47.83,,5.1869950337207955,
XO.LT04..HH.2018.06.20.16.18.30,,,,
XO.LT04..HH.2018.06.20.21.38.21,16.14,45.14,9.074019261182594,9.894751678963043
XO.LT04..HH.2018.06.22.06.57.04,44.95,76.22,9.627444450964358,5.214902856544518
XO.LT04..HH.2018.06.22.16.56.20,,,,
XO.LT04..HH.2018.06.29.01.00.03,45.35,,7.669570481450521,
XO.LT04..HH.2018.06.30.22.09.27,31.32,,5.024888549026988,
XO.LT04..HH.2018.07.01.20.57.50,45.65,94.89,6.235946292647235,6.2891252928782215
XO.LT04..HH.2018.07.03.09.05.05,12.86,46.73,6.515906565030398,5.094352551062288
XO.LT04..HH.2018.07.03.22.14.09,45.09,,9.734321163468747,
XO.LT04..HH.2018.07.06.02.16.13,45.07,,9.858240559538606,
XO.LT04..HH.2018.07.07.07.33.12,45.3,,8.518763591348915,
XO.LT04..HH.2018.07.08.03.13.53,,,,
XO.LT04..HH.2018.07.09.20.54.09,,,,
XO.LT04..HH.2018.07.11.10.03.42,29.34,149.92,5.884129514628576,5.191778027127795
XO.LT04..HH.2018.07.11.17.50.27,40.42,,5.762731844083576,
XO.LT04..HH.2018.07.12.02.05.29,45.02,104.89,8.66614711265504,6.721076029496629
XO.LT04..HH.2018.07.12.08.32.02,143.29,,5.238513825055387,
XO.LT04..HH.2018.07.16.00.19.34,60.57,74.89,6.727213074553414,5.118908763485596
XO.LT04..HH.2018.07.21.16.10.26,,,,
XO.LT04..HH.2018.07.22.16.21.10,44.67,,9.941750765307539,
XO.LT06..HH.2018.05.12.20.49.48,45.08,52.88,9.73429142779682,9.231292716421727
XO.LT06..HH.2018.05.14.09.20.39,55.8,,7.348314973753356,
XO.LT06..HH.2018.05.27.18.30.20,44.98,64.35,9.440664530573548,8.656656831285266
XO.LT06..HH.2018.05.28.18.47.03,54.56,,8.001634785967372,
XO.LT06..HH.2018.05.29.04.40.08,45.0,58.91,8.277412818853868,9.064149924321079
XO.LT06..HH.2018.05.29.15.14.24,45.19,55.24,9.144928142091771,8.788684031851684
XO.LT06..HH.2018.05.31.10.11.26,22.35,45.97,7.690813471094137,5.638693283223911
XO.LT06..HH.2018.06.03.04.44.01,47.56,64.44,6.124074405823962,5.995900730121592
XO.LT06..HH.2018.06.03.22.39.34,45.35,,7.24060492878992,
XO.LT06..HH.2018.06.04.07.27.46,46.03,,6.548900177345168,
XO.LT06..HH.2018.06.04.11.08.54,44.96,,8.388880349362323,
XO.LT06..HH.2018.06.07.14.11.41,51.57,,8.670787468014277,
XO.LT06..HH.2018.06.11.16.27.35,46.67,,8.628029874725616,
XO.LT06..HH.2018.06.20.12.57.38,,,,
XO.LT06..HH.2018.06.23.11.18.23,45.66,58.77,7.336998604570857,6.168175468906253
XO.LT06..HH.2018.06.28.23.10.28,53.01,,6.525366514551505,
XO.LT06..HH.2018.06.30.03.41.20,45.24,132.44,8.570937055046134,5.030114615197566
XO.LT06..HH.2018.07.03.08.46.40,27.45,,5.455402873664,
XO.LT06..HH.2018.07.04.05.55.42,148.4,,9.836157424008402,
XO.LT06..HH.2018.07.06.20.10.34,34.58,45.75,5.575710809749534,5.193116972318491
XO.LT06..HH.2018.07.11.19.58.12,46.06,,7.491127263670475,
XO.LT06..HH.2018.07.12.02.57.14,44.33,54.17,9.994550736253961,5.6810033554824315
XO.LT06..HH.2018.07.12.23.34.15,44.97,51.71,9.981771757454815,9.38460342128694
XO.LT06..HH.2018.07.17.17.34.45,57.58,,8.797755317105752,
XO.LT06..HH.2018.07.29.10.49.58,44.97,53.99,9.229605837100104,6.802641710190703
XO.LT06..HH.2018.07.29.12.23.19,44.91,60.45,9.977312634715913,7.954668364323781
XO.LT07..HH.2018.05.12.20.49.55,45.1,60.06,9.716738667771818,6.674648582277817
XO.LT07..HH.2018.05.13.11.47.49,,,,
XO.LT07..HH.2018.05.15.10.17.37,,,,
XO.LT07..HH.2018.05.15.13.02.52,47.14,,7.988211161378546,
XO.LT07..HH.2018.05.16.12.54.57,44.97,53.43,9.026716991626122,8.074580348009047
XO.LT07..HH.2018.05.18.22.11.25,46.18,,6.691496065341161,
XO.LT07..HH.2018.05.24.21.33.57,45.23,,7.1116068782370965,
XO.LT07..HH.2018.05.29.04.40.03,45.01,55.71,9.764326990379628,7.915057269678828
XO.LT07..HH.2018.06.06.09.33.43,,,,
XO.LT07..HH.2018.06.16.14.37.30,56.44,,6.219393209792901,
XO.LT07..HH.2018.06.21.04.29.40,,,,
XO.LT07..HH.2018.06.29.16.32.47,,,,
XO.LT07..HH.2018.07.01.19.09.26,146.3,,5.5686064945240865,
XO.LT07..HH.2018.07.02.10.35.41,11.95,45.41,6.21704349823831,7.103929543245434
XO.LT07..HH.2018.07.03.13.10.52,,,,
XO.LT07..HH.2018.07.05.00.42.23,18.43,32.17,5.8615042775351265,5.348228652027719
XO.LT07..HH.2018.07.12.21.03.00,,,,
XO.LT07..HH.2018.07.19.06.06.09,8.79,45.09,7.498024936090719,9.732764695678254
XO.LT07..HH.2018.07.19.10.36.01,45.84,142.49,6.286839034560833,5.73427729233921
XO.LT07..HH.2018.07.20.06.33.44,16.11,31.0,7.462873876761795,5.301776795016262
XO.LT07..HH.2018.07.27.17.42.34,38.76,46.75,6.030505682287477,5.6993329324532995
XO.LT07..HH.2018.07.30.11.33.29,13.86,45.0,7.138175045828042,9.959462433696713
XO.LT07..HH.2018.07.31.14.34.07,35.06,44.94,5.402623217855864,9.930159938153635
XO.LT09..HH.2018.05.28.09.24.23,44.81,72.77,9.948005524224005,5.009681270427248
XO.LT09..HH.2018.06.20.04.53.40,18.62,,6.739130537558036,
XO.LT09..HH.2018.06.20.20.00.10,45.05,,9.102452916794999,
XO.LT09..HH.2018.06.25.11.15.04,26.89,98.71,5.185695649934627,5.860454290500396
XO.LT09..HH.2018.06.27.22.25.46,45.3,53.71,9.111851892048943,7.6088928116466965
XO.LT09..HH.2018.07.03.19.19.04,21.95,,9.707122852630098,
XO.LT09..HH.2018.07.12.02.57.23,21.5,28.37,9.174168549232265,5.587412521158405
XO.LT09..HH.2018.07.24.04.16.32,6.79,38.47,5.654721238558542,7.971112063343943
XO.LT10..HH.2018.05.16.21.10.06,121.82,129.24,5.345325243597728,5.405835605914726
XO.LT10..HH.2018.05.18.16.34.36,44.8,,9.959578359824448,
XO.LT10..HH.2018.05.21.03.48.30,116.22,,5.30096324395439,
XO.LT10..HH.2018.05.29.15.14.28,,,,
XO.LT10..HH.2018.06.19.20.20.27,45.5,62.29,6.977273004792461,5.247086242264228
XO.LT10..HH.2018.06.20.11.13.26,45.68,,9.139183307367786,
XO.LT10..HH.2018.06.21.02.35.55,45.26,,6.286338261073745,
XO.LT10..HH.2018.06.27.21.27.30,45.21,,9.063792652866118,
XO.LT10..HH.2018.07.03.07.06.51,44.45,,9.825284055877988,
XO.LT10..HH.2018.07.03.12.56.42,46.16,,5.637751422852741,
XO.LT10..HH.2018.07.03.13.11.01,44.78,,9.705967273614776,
XO.LT10..HH.2018.07.03.13.15.39,,,,
XO.LT10..HH.2018.07.03.21.06.52,45.21,66.03,8.549675977499678,5.348123099309936
XO.LT10..HH.2018.07.06.20.10.30,44.96,56.08,9.60940667415577,5.426085967016941
XO.LT10..HH.2018.07.15.00.14.29,,,,
XO.LT10..HH.2018.07.20.18.01.18,6.09,,5.940458894656888,
XO.LT10..HH.2018.07.21.08.15.11,49.08,,5.034190773322703,
XO.LT10..HH.2018.07.24.04.16.34,43.78,52.38,9.96333771778718,7.368876288763027
XO.LT12..HH.2018.05.19.17.46.44,45.31,,6.392655969801085,
XO.LT12..HH.2018.06.11.01.19.00,10.03,45.57,5.477926030092835,9.455683870196435
XO.LT12..HH.2018.06.18.21.44.44,44.89,78.38,8.48828427057387,5.019294204348943
XO.LT12..HH.2018.06.22.21.22.21,45.08,,7.660178749550722,
XO.LT12..HH.2018.06.23.11.18.26,47.08,,5.2594964885583835,
XO.LT12..HH.2018.06.27.14.35.49,28.31,149.43,8.32547497215363,9.89069417534419
XO.LT12..HH.2018.06.29.12.37.02,45.58,,9.2647475855357,
XO.LT12..HH.2018.06.29.18.55.46,45.1,93.12,6.5787702234250585,9.957896907858423
XO.LT12..HH.2018.06.30.03.41.12,44.64,,9.938110077205167,
XO.LT12..HH.2018.07.03.07.06.57,6.32,45.54,9.768668039102124,9.413167058855416
XO.LT12..HH.2018.07.03.19.18.46,45.19,149.23,7.608025284897427,9.928471741584485
XO.LT12..HH.2018.07.05.04.58.59,,,,
XO.LT12..HH.2018.07.06.22.30.18,45.95,70.43,5.892316250265252,5.465606679217556
XO.LT12..HH.2018.07.11.07.07.41,,,,
XO.LT12..HH.2018.07.11.17.34.32,,,,
XO.LT12..HH.2018.07.12.21.03.12,47.08,,5.209291817716703,
XO.LT12..HH.2018.07.17.03.31.00,46.83,,9.390080837018553,
XO.LT12..HH.2018.07.19.15.43.52,45.55,,5.8976988562298756,
XO.LT12..HH.2018.07.20.16.23.42,45.35,75.72,8.12378641533116,6.127244994228486
XO.LT12..HH.2018.07.21.08.02.53,45.19,,8.628526260359282,
XO.LT12..HH.2018.07.22.00.27.48,44.98,,9.885561600853421,
XO.LT12..HH.2018.07.23.11.32.01,45.01,,9.86960501977273,
XO.LT12..HH.2018.07.24.04.18.21,44.5,48.86,9.977805296985,5.580776661401022
XO.LT12..HH.2018.07.29.12.23.36,45.1,,9.877802470855446,
XO.LT12..HH.2018.07.31.14.34.22,45.14,149.49,9.277655943632599,9.883918957612757
XO.LT13..HH.2018.05.22.11.57.14,45.72,,5.3038388869111275,
XO.LT13..HH.2018.05.27.23.08.14,44.97,149.86,9.874006383217546,7.494691456074971
XO.LT13..HH.2018.06.01.20.34.56,44.96,149.86,9.640032031435434,8.169128214687133
XO.LT13..HH.2018.06.07.22.52.30,45.59,,6.521982119180431,
XO.LT13..HH.2018.06.11.01.19.05,45.97,,8.20925243531996,
XO.LT13..HH.2018.06.16.10.24.26,45.19,,9.95644097833373,
XO.LT13..HH.2018.06.27.16.31.58,44.91,,9.696936011716353,
XO.LT13..HH.2018.07.03.07.10.15,44.99,113.04,5.639208130001666,8.116534368696023
XO.LT13..HH.2018.07.03.07.11.22,45.97,,8.116534368696064,
XO.LT13..HH.2018.07.03.11.53.32,45.11,,8.795151443494284,
XO.LT13..HH.2018.07.07.20.45.50,45.37,,8.033230432795786,
XO.LT13..HH.2018.07.18.13.01.43,45.74,,7.565470988659722,
XO.LT13..HH.2018.07.19.02.27.56,44.99,47.61,9.755799223687472,5.459912482291504
XO.LT13..HH.2018.07.19.21.15.53,44.92,,9.423923355344458,
XO.LT13..HH.2018.07.21.00.02.15,45.29,149.88,9.533911213530883,7.182369253195634
XO.LT13..HH.2018.07.21.08.02.47,46.47,,7.9737862475148535,
XO.LT13..HH.2018.07.21.11.48.19,44.93,,7.896638278442189,
XO.LT13..HH.2018.07.24.04.13.05,47.68,54.64,6.224224836127778,6.384099272260351
XO.LT13..HH.2018.07.26.07.31.29,44.8,106.56,9.985694879866124,8.363074189746573
XO.LT13..HH.2018.07.28.12.21.57,44.89,,9.791318861504852,
XO.LT14..HH.2018.05.13.16.49.13,26.07,45.08,9.738643481477308,8.926912872043035
XO.LT14..HH.2018.05.13.18.48.42,45.87,,7.237679603340279,
XO.LT14..HH.2018.05.15.19.26.15,45.29,,8.645237551960008,
XO.LT14..HH.2018.05.19.17.46.44,45.16,55.53,7.143085522393422,5.503225636634697
XO.LT14..HH.2018.05.21.04.42.07,45.4,78.29,9.448177876253908,5.498225836116401
XO.LT14..HH.2018.05.23.05.00.54,24.22,45.3,7.047341805698179,9.360407692554597
XO.LT14..HH.2018.05.30.01.52.09,116.7,141.71,6.315026709349,9.60291064169123
XO.LT14..HH.2018.06.04.05.38.19,44.46,,9.929863800746151,
XO.LT14..HH.2018.06.07.10.21.56,44.72,60.04,9.6565878753171,5.199887115968685
XO.LT14..HH.2018.06.17.20.38.39,7.88,45.15,9.847629867079815,8.78934635991141
XO.LT14..HH.2018.06.20.05.24.56,23.03,45.2,5.951233145390998,7.702530422726026
XO.LT14..HH.2018.06.24.20.52.29,45.18,67.37,8.323552981700406,5.284615941968782
XO.LT14..HH.2018.06.26.04.06.48,46.54,57.98,9.82324987233394,8.787667962419063
XO.LT14..HH.2018.06.27.16.32.06,45.38,,7.9926010078274246,
XO.LT14..HH.2018.07.03.00.22.38,45.13,,8.50054979037784,
XO.LT14..HH.2018.07.03.09.04.52,44.93,,9.079211770798135,
XO.LT14..HH.2018.07.03.10.14.00,45.97,68.61,9.074209064719078,5.766201702202805
XO.LT14..HH.2018.07.03.11.25.10,45.36,,9.348176567764275,
XO.LT14..HH.2018.07.03.13.11.01,44.93,,9.046159529834343,
XO.LT14..HH.2018.07.03.19.18.51,45.35,76.79,9.712146189903287,5.027662661841007
XO.LT14..HH.2018.07.11.10.03.31,44.98,,8.59427481133214,
XO.LT14..HH.2018.07.15.00.14.28,44.94,,7.640778926422628,
XO.LT14..HH.2018.07.19.02.28.04,46.3,72.98,8.537971538644543,5.1771849805768895
XO.LT14..HH.2018.07.24.04.18.28,44.93,,9.713926487207974,
XO.LT14..HH.2018.07.24.15.50.44,35.39,45.8,9.656673765965744,9.609909666736344
XO.LT14..HH.2018.07.25.03.31.03,45.19,132.43,7.966184198474215,6.134615000462696
XO.LT14..HH.2018.07.29.08.44.57,45.24,,9.620518737614741,
XO.LT14..HH.2018.07.29.12.23.33,45.1,,9.365667240594298,
XO.LT15..HH.2018.05.23.00.51.43,39.28,67.22,6.038850648096242,5.509390814158885
XO.LT15..HH.2018.06.19.20.20.15,16.38,24.82,6.7248006260621,8.333671114245215
XO.LT15..HH.2018.07.24.04.12.07,26.94,32.96,8.418344717708086,6.509642528392769
XO.LT15..HH.2018.07.24.04.16.32,45.06,,9.74262801941589,
XO.LT15..HH.2018.07.24.15.50.47,46.34,88.62,6.54779751738274,5.086854358654927
XO.LT15..HH.2018.07.25.03.30.53,15.34,45.39,6.253769220305766,5.108342977414911
XO.LT15..HH.2018.07.29.08.44.59,23.32,65.23,5.963366276977697,8.678522159909727
XO.LT15..HH.2018.07.30.11.34.05,18.56,103.61,6.149053987882441,5.623462660624038
XO.LT16..HH.2018.05.22.12.36.22,45.11,69.46,8.596526938422961,5.901780594052926
XO.LT16..HH.2018.05.30.02.35.18,31.78,43.25,8.174375578131157,6.439863546758364
XO.LT16..HH.2018.06.01.20.34.51,13.66,17.9,6.4654473729946815,6.419870509402225
XO.LT16..HH.2018.06.07.10.21.53,29.55,45.25,7.594555786367739,7.305021654581887
XO.LT16..HH.2018.06.11.01.18.55,8.79,15.16,5.274567455966095,7.968074086505234
XO.LT16..HH.2018.06.27.21.27.36,45.47,61.19,6.929979257893184,7.282188496688734
XO.LT16..HH.2018.06.29.05.18.13,13.22,45.15,6.518544589601891,9.352006859158582
XO.LT16..HH.2018.07.01.19.54.44,38.79,47.78,6.172324081334231,7.646774848342418
XO.LT16..HH.2018.07.03.07.21.29,32.73,35.02,6.005772774744996,5.018880098975398
XO.LT16..HH.2018.07.07.12.17.52,44.99,71.48,9.331699536760928,5.253597009417378
XO.LT16..HH.2018.07.11.19.47.18,45.09,52.22,9.568179280074798,6.440471886342535
XO.LT16..HH.2018.07.12.04.09.09,13.76,44.97,9.083590667452034,8.376751489178629
XO.LT16..HH.2018.07.19.02.27.59,36.49,46.86,5.476669134855831,7.750963921705599
XO.LT16..HH.2018.07.21.11.48.22,17.32,24.85,9.924802151027798,9.2669739738537
XO.LT16..HH.2018.07.24.04.13.08,45.53,58.11,7.419682709040745,5.16465007823236
XO.LT16..HH.2018.07.25.04.14.41,45.85,55.46,7.144602363958637,8.183440739338282
XO.LT16..HH.2018.07.25.06.13.01,14.4,21.77,7.830095651922557,5.100650933937869
XO.LT16..HH.2018.07.29.08.44.57,7.26,15.34,5.526471498563343,9.266989918719089
XO.LT17..HH.2018.05.19.02.03.22,45.0,,6.658222915984056,
XO.LT17..HH.2018.05.19.22.03.45,45.2,,8.341720318897663,
XO.LT17..HH.2018.05.20.00.22.24,45.15,,8.19875136789722,
XO.LT17..HH.2018.05.22.23.57.56,45.95,,5.40456187813358,
XO.LT17..HH.2018.06.01.15.49.14,,,,
XO.LT17..HH.2018.06.05.18.26.28,45.23,,8.8550702965758,
XO.LT17..HH.2018.06.09.17.49.04,45.13,,7.711405317746873,
XO.LT17..HH.2018.06.16.10.24.29,45.31,,7.5140329178863965,
XO.LT17..HH.2018.06.20.23.01.47,46.0,,5.130384900007089,
XO.LT17..HH.2018.06.24.21.03.43,,,,
XO.LT17..HH.2018.06.27.14.35.14,44.97,,6.740999581330691,
XO.LT17..HH.2018.06.29.18.55.25,44.82,,9.994357190743274,
XO.LT17..HH.2018.07.02.03.50.52,44.97,,9.949112380054851,
XO.LT17..HH.2018.07.05.17.41.35,45.13,,8.12782752256253,
XO.LT17..HH.2018.07.12.10.25.09,35.51,,6.417215654791754,
