sample_id,phase,station,split,reference_time_s,action,risk,selected_time_s,auto_capable,verdict
XO.LD40..HH.2018.06.07.01.10.09,S,LD40,holdout,44.99,ROUTE,26.3,44.65,True,correct
XO.LT01..HH.2018.06.07.04.18.38,S,LT01,main,44.99,ABSTAIN,52.0,,False,no_pick
XO.LT01..HH.2018.06.07.05.19.07,S,LT01,main,45.0,ABSTAIN,16.0,,False,no_pick
XO.LT01..HH.2018.06.07.07.54.27,S,LT01,main,44.99,ABSTAIN,52.0,,False,no_pick
XO.LA39..HH.2018.06.07.09.02.11,P,LA39,main,45.0,FUSE,1.0,45.02,True,correct
XO.LA39..HH.2018.06.07.09.02.11,S,LA39,main,62.73,FUSE,1.0,62.66,True,correct
XO.LT16..HH.2018.06.07.10.21.53,P,LT16,main,45.0,FUSE,5.0,44.94,True,correct
XO.LT16..HH.2018.06.07.10.21.53,S,LT16,main,55.2,ABSTAIN,42.0,,False,no_pick
XO.LT14..HH.2018.06.07.10.21.56,P,LT14,main,44.99,FUSE,9.3,44.96,True,correct
XO.LD41..HH.2018.06.07.10.22.20,P,LD41,main,45.0,ROUTE,26.3,44.87,True,correct
XO.LT06..HH.2018.06.07.14.11.41,P,LT06,holdout,45.0,ABSTAIN,27.8,,False,no_pick
XO.LT06..HH.2018.06.07.14.11.41,S,LT06,holdout,51.36,FUSE,9.3,51.43,True,correct
XO.LA34..HH.2018.06.07.18.32.01,P,LA34,main,45.0,FUSE,16.0,44.96,True,correct
XO.LA34..HH.2018.06.07.18.32.01,S,LA34,main,78.24,FUSE,16.0,78.56,True,correct
XO.LA28..HH.2018.06.07.18.32.07,P,LA28,main,44.99,FUSE,19.3,44.985,True,correct
XO.LA29..HH.2018.06.07.18.32.42,S,LA29,main,45.0,FUSE,16.3,45.26,True,correct
XO.LD40..HH.2018.06.07.20.53.26,S,LD40,main,44.99,ROUTE,21.3,96.03,True,wrong
XO.LT13..HH.2018.06.07.22.52.30,P,LT13,main,44.99,ABSTAIN,43.3,,False,no_pick
XO.LA39..HH.2018.06.09.08.03.20,S,LA39,main,45.0,FUSE,1.0,45.0,True,correct
XO.LD40..HH.2018.06.09.09.54.02,P,LD40,main,44.99,ROUTE,41.3,,True,no_pick
XO.LD40..HH.2018.06.09.09.54.02,S,LD40,main,70.08,ROUTE,41.3,,True,no_pick
XO.LD40..HH.2018.06.09.14.56.05,P,LD40,main,45.0,ROUTE,21.3,44.91,True,correct
XO.LD40..HH.2018.06.09.14.56.05,S,LD40,main,61.22,ROUTE,21.3,60.99,True,correct
XO.LA39..HH.2018.06.09.08.43.43,P,LA39,main,45.0,ROUTE,29.5,45.02,True,correct
XO.LA39..HH.2018.06.09.08.43.43,S,LA39,main,59.6,FUSE,11.0,59.745,True,correct
XO.LA39..HH.2018.06.09.09.39.43,S,LA39,main,45.0,FUSE,1.0,44.96,True,correct
XO.LD40..HH.2018.06.09.12.03.23,S,LD40,main,44.99,ROUTE,21.3,45.23,True,correct
XO.LA39..HH.2018.06.09.16.14.01,S,LA39,main,44.99,FUSE,1.0,45.39,True,correct
XO.LT18..HH.2018.06.09.17.49.02,P,LT18,main,45.0,FUSE,9.3,44.98,True,correct
XO.LT18..HH.2018.06.09.17.49.02,S,LT18,main,50.75,ABSTAIN,46.3,,False,no_pick
XO.LT17..HH.2018.06.09.17.49.04,P,LT17,holdout,45.0,FUSE,1.0,44.93,True,correct
XO.LT17..HH.2018.06.09.17.49.04,S,LT17,holdout,52.9,FUSE,1.0,52.97,True,correct
XO.LA28..HH.2018.06.09.23.45.12,S,LA28,main,44.99,ABSTAIN,46.3,,False,no_pick
XO.LD36..HH.2018.06.10.09.41.22,S,LD36,main,44.99,ROUTE,31.3,44.78,True,correct
XO.LA39..HH.2018.06.10.18.56.24,S,LA39,main,45.0,FUSE,0.0,44.92,True,correct
XO.LT12..HH.2018.06.11.01.19.00,P,LT12,holdout,45.0,FUSE,5.0,45.04,True,correct
XO.LT12..HH.2018.06.11.01.19.00,S,LT12,holdout,64.05,FUSE,17.3,64.45,True,correct
XO.LT13..HH.2018.06.11.01.19.05,P,LT13,holdout,45.0,FUSE,18.6,45.315,True,correct
XO.LT16..HH.2018.06.11.01.18.55,P,LT16,main,45.0,FUSE,15.0,44.745,True,correct
XO.LT16..HH.2018.06.11.01.18.55,S,LT16,main,60.25,FUSE,15.0,60.385,True,correct
XO.LA33..HH.2018.06.11.01.19.13,P,LA33,main,45.0,FUSE,13.3,46.155,True,wrong
XO.LT04..HH.2018.06.11.01.19.42,S,LT04,main,45.0,ABSTAIN,6.0,,False,no_pick
XO.LT06..HH.2018.06.11.16.27.35,P,LT06,holdout,45.0,ABSTAIN,9.3,,False,no_pick
XO.LD36..HH.2018.06.11.16.27.43,P,LD36,main,44.99,FUSE,2.8,44.905,True,correct
XO.LD36..HH.2018.06.11.16.27.43,S,LD36,main,68.32,ROUTE,21.3,68.26,True,correct
XO.LA28..HH.2018.06.11.16.27.43,P,LA28,main,44.99,ABSTAIN,9.3,,False,no_pick
XO.LA32..HH.2018.06.11.16.27.47,P,LA32,holdout,45.0,FUSE,5.0,44.99,True,correct
XO.LA32..HH.2018.06.11.16.27.47,S,LA32,holdout,72.04,FUSE,17.3,71.3,True,correct
XO.LT18..HH.2018.06.11.16.27.52,P,LT18,main,44.99,FUSE,14.3,44.98,True,correct
XO.LA39..HH.2018.06.11.04.58.13,S,LA39,main,45.0,FUSE,1.0,44.99,True,correct
XO.LD41..HH.2018.06.11.10.42.15,P,LD41,main,44.99,ROUTE,26.3,44.97,True,correct
XO.LD41..HH.2018.06.11.10.42.15,S,LD41,main,76.24,ROUTE,26.3,76.59,True,correct
XO.LD41..HH.2018.06.11.11.37.35,P,LD41,main,45.0,ROUTE,31.3,43.66,True,wrong
XO.LT18..HH.2018.06.11.14.24.15,P,LT18,main,44.99,ABSTAIN,46.3,,False,no_pick
XO.LT18..HH.2018.06.11.14.24.15,S,LT18,main,59.76,ABSTAIN,46.3,,False,no_pick
XO.LT01..HH.2018.06.12.07.45.33,P,LT01,main,44.99,ABSTAIN,48.0,,False,no_pick
XO.LD40..HH.2018.06.12.11.07.57,P,LD40,main,44.99,ROUTE,21.3,44.85,True,correct
XO.LD40..HH.2018.06.12.11.07.57,S,LD40,main,66.04,ROUTE,21.3,66.66,True,correct
XO.LT01..HH.2018.06.12.23.24.29,P,LT01,main,45.0,FUSE,10.0,44.945,True,correct
XO.LT01..HH.2018.06.12.23.24.29,S,LT01,main,66.61,FUSE,10.0,66.465,True,correct
XO.LA39..HH.2018.06.12.02.22.21,P,LA39,holdout,45.0,FUSE,1.0,45.01,True,correct
XO.LA39..HH.2018.06.12.02.22.21,S,LA39,holdout,59.98,FUSE,1.0,60.06,True,correct
XO.LT01..HH.2018.06.12.16.24.38,P,LT01,holdout,44.99,FUSE,12.3,44.93,True,correct
XO.LT01..HH.2018.06.12.16.24.38,S,LT01,holdout,69.87,FUSE,0.0,71.27,True,wrong
XO.LT01..HH.2018.06.12.18.57.46,S,LT01,main,45.0,FUSE,10.0,45.78,True,correct
XO.LT04..HH.2018.06.13.07.42.57,S,LT04,main,44.99,FUSE,1.0,44.94,True,correct
XO.LD38..HH.2018.06.13.18.40.04,P,LD38,main,45.0,ABSTAIN,7.8,,False,no_pick
XO.LD38..HH.2018.06.13.18.40.04,S,LD38,main,54.1,ROUTE,21.3,54.41,True,correct
XO.LT04..HH.2018.06.13.18.40.27,P,LT04,main,44.99,FUSE,12.3,45.125,True,correct
XO.LA39..HH.2018.06.13.05.20.42,P,LA39,holdout,44.99,FUSE,1.0,45.02,True,correct
XO.LA39..HH.2018.06.13.05.20.42,S,LA39,holdout,63.18,FUSE,1.0,63.41,True,correct
XO.LT04..HH.2018.06.13.09.46.21,S,LT04,main,44.99,FUSE,6.0,85.61,True,wrong
XO.LD38..HH.2018.06.13.16.20.04,S,LD38,main,44.99,ROUTE,21.3,45.02,True,correct
XO.LT04..HH.2018.06.13.16.20.36,S,LT04,holdout,44.99,FUSE,1.0,44.96,True,correct
XO.LD40..HH.2018.06.13.23.44.16,P,LD40,main,45.0,ROUTE,26.3,45.01,True,correct
XO.LT04..HH.2018.06.14.16.48.05,P,LT04,main,44.99,FUSE,1.0,44.75,True,correct
XO.LT04..HH.2018.06.14.16.48.05,S,LT04,main,77.83,FUSE,1.0,77.76,True,correct
XO.LD40..HH.2018.06.14.16.47.48,P,LD40,main,44.99,ROUTE,26.3,45.03,True,correct
XO.LD40..HH.2018.06.14.16.47.48,S,LD40,main,65.68,ROUTE,26.3,66.49,True,correct
XO.LT01..HH.2018.06.14.16.47.51,P,LT01,main,45.0,FUSE,5.0,45.02,True,correct
XO.LT01..HH.2018.06.14.16.47.51,S,LT01,main,66.48,FUSE,17.3,68.6,True,wrong
XO.LA39..HH.2018.06.15.00.14.28,P,LA39,holdout,45.0,ABSTAIN,11.0,,False,no_pick
XO.LA39..HH.2018.06.15.00.14.28,S,LA39,holdout,59.92,FUSE,18.3,60.035,True,correct
XO.LA39..HH.2018.06.15.00.21.01,P,LA39,main,45.0,FUSE,5.0,44.87,True,correct
XO.LA39..HH.2018.06.15.00.21.01,S,LA39,main,59.24,FUSE,17.3,59.49,True,correct
XO.LT18..HH.2018.06.15.14.32.38,P,LT18,main,44.99,FUSE,4.3,45.025,True,correct
XO.LA29..HH.2018.06.16.02.51.48,P,LA29,holdout,45.0,FUSE,0.0,44.16,True,wrong
XO.LA33..HH.2018.06.16.02.51.50,P,LA33,holdout,44.99,FUSE,6.0,44.97,True,correct
XO.LD45..HH.2018.06.16.02.51.59,P,LD45,main,44.99,ROUTE,21.3,45.14,True,correct
XO.LD45..HH.2018.06.16.02.51.59,S,LD45,main,78.11,ROUTE,21.3,77.7,True,correct
XO.LT07..HH.2018.06.16.14.37.30,P,LT07,main,45.0,FUSE,12.3,45.28,True,correct
XO.LT07..HH.2018.06.16.14.37.30,S,LT07,main,55.69,FUSE,0.0,55.81,True,correct
XO.LD40..HH.2018.06.16.18.21.43,P,LD40,main,44.99,ROUTE,21.3,44.42,True,wrong
XO.LD40..HH.2018.06.16.18.21.43,S,LD40,main,64.35,ROUTE,21.3,64.75,True,correct
XO.LD38..HH.2018.06.17.04.31.57,P,LD38,holdout,45.0,ABSTAIN,7.8,,False,no_pick
XO.LD38..HH.2018.06.17.04.31.57,S,LD38,holdout,61.96,ROUTE,21.3,62.05,True,correct
XO.LT14..HH.2018.06.17.20.38.39,P,LT14,main,44.99,FUSE,4.3,44.97,True,correct
XO.LT14..HH.2018.06.17.20.38.39,S,LT14,main,61.24,FUSE,4.3,61.81,True,correct
XO.LT01..HH.2018.06.18.21.45.13,S,LT01,main,44.99,ROUTE,38.5,45.05,True,correct
XO.LT12..HH.2018.06.18.21.44.44,P,LT12,main,45.0,FUSE,13.3,44.725,True,correct
XO.LT12..HH.2018.06.18.21.44.44,S,LT12,main,76.15,FUSE,1.0,76.45,True,correct
XO.LD40..HH.2018.06.18.21.44.45,P,LD40,main,44.99,ROUTE,36.3,44.98,True,correct
XO.LD40..HH.2018.06.18.21.44.45,S,LD40,main,79.1,ROUTE,36.3,78.98,True,correct
XO.LA32..HH.2018.06.18.22.15.30,S,LA32,main,44.99,FUSE,0.0,44.8,True,correct
XO.LA39..HH.2018.06.19.19.12.37,P,LA39,main,44.99,FUSE,1.0,45.04,True,correct
XO.LA39..HH.2018.06.19.19.12.37,S,LA39,main,60.79,FUSE,1.0,60.86,True,correct
XO.LT15..HH.2018.06.19.20.20.15,P,LT15,main,44.99,FUSE,16.3,45.02,True,correct
XO.LT15..HH.2018.06.19.20.20.15,S,LT15,main,50.2,FUSE,16.3,50.1,True,correct
XO.LT10..HH.2018.06.19.20.20.27,P,LT10,holdout,45.0,FUSE,13.6,44.98,True,correct
XO.LT10..HH.2018.06.19.20.20.27,S,LT10,holdout,58.75,FUSE,1.3,60.45,True,wrong
XO.LA34..HH.2018.06.19.20.20.37,S,LA34,main,44.99,ABSTAIN,6.0,,False,no_pick
XO.LA33..HH.2018.06.19.12.25.09,S,LA33,main,45.0,FUSE,1.0,45.02,True,correct
XO.LA25..HH.2018.06.19.18.55.00,S,LA25,main,44.99,ABSTAIN,56.3,,False,no_pick
XO.LD40..HH.2018.06.19.19.45.46,S,LD40,main,44.99,ROUTE,31.3,45.14,True,correct
XO.LA39..HH.2018.06.20.11.36.52,P,LA39,main,45.0,FUSE,6.0,45.02,True,correct
XO.LA39..HH.2018.06.20.11.36.52,S,LA39,main,62.75,FUSE,18.3,62.665,True,correct
XO.LT01..HH.2018.06.20.15.31.21,S,LT01,main,45.0,FUSE,1.0,45.02,True,correct
XO.LT04..HH.2018.06.20.21.38.21,P,LT04,main,44.99,FUSE,1.0,45.03,True,correct
XO.LT04..HH.2018.06.20.21.38.21,S,LT04,main,55.57,FUSE,1.0,57.24,True,wrong
XO.LD36..HH.2018.06.20.21.38.27,P,LD36,main,45.0,ROUTE,21.3,45.01,True,correct
XO.LD36..HH.2018.06.20.21.38.27,S,LD36,main,62.43,ROUTE,21.3,62.24,True,correct
XO.LD40..HH.2018.06.20.21.38.34,P,LD40,main,45.0,ABSTAIN,44.8,,False,no_pick
XO.LD40..HH.2018.06.20.21.38.34,S,LD40,main,68.97,ROUTE,21.3,67.29,True,wrong
XO.LT01..HH.2018.06.20.21.38.34,P,LT01,main,44.99,FUSE,5.0,45.05,True,correct
XO.LD41..HH.2018.06.20.21.38.40,P,LD41,main,44.99,ROUTE,21.3,45.0,True,correct
XO.LA39..HH.2018.06.20.21.38.44,P,LA39,main,44.99,FUSE,1.0,45.33,True,correct
XO.LA39..HH.2018.06.20.21.38.44,S,LA39,main,75.78,FUSE,1.0,75.74,True,correct
XO.LT17..HH.2018.06.20.23.01.47,P,LT17,main,44.99,ABSTAIN,53.0,,False,no_pick
XO.LT09..HH.2018.06.20.04.53.40,S,LT09,main,45.0,ABSTAIN,38.5,,False,no_pick
XO.LA33..HH.2018.06.20.04.54.02,S,LA33,main,44.99,FUSE,18.3,44.96,True,correct
XO.LA21..HH.2018.06.20.05.24.43,P,LA21,main,44.99,FUSE,4.3,44.975,True,correct
XO.LA21..HH.2018.06.20.05.24.43,S,LA21,main,61.51,ABSTAIN,41.3,,False,no_pick
XO.LT14..HH.2018.06.20.05.24.56,P,LT14,holdout,45.0,ABSTAIN,19.3,,False,no_pick
XO.LA39..HH.2018.06.20.10.34.37,S,LA39,main,45.0,FUSE,11.0,45.05,True,correct
XO.LD40..HH.2018.06.20.10.34.49,S,LD40,main,45.0,ROUTE,21.3,44.9,True,correct
XO.LT10..HH.2018.06.20.11.13.26,P,LT10,main,44.99,FUSE,1.0,44.92,True,correct
XO.LT10..HH.2018.06.20.11.13.26,S,LT10,main,67.06,FUSE,1.0,66.83,True,correct
XO.LD40..HH.2018.06.20.11.13.16,P,LD40,main,45.0,ROUTE,21.3,44.88,True,correct
XO.LD40..HH.2018.06.20.11.13.16,S,LD40,main,57.82,ROUTE,21.3,60.52,True,wrong
XO.LA25..HH.2018.06.20.11.13.35,S,LA25,main,44.99,ABSTAIN,52.8,,False,no_pick
XO.LD40..HH.2018.06.20.10.19.47,S,LD40,main,45.0,ROUTE,21.3,44.76,True,correct
XO.LT06..HH.2018.06.20.12.57.38,S,LT06,main,44.99,ABSTAIN,37.8,,False,no_pick
XO.LT04..HH.2018.06.20.16.18.30,S,LT04,main,44.99,FUSE,1.0,44.91,True,correct
XO.LT09..HH.2018.06.20.20.00.10,P,LT09,holdout,45.0,FUSE,0.0,45.02,True,correct
XO.LT09..HH.2018.06.20.20.00.10,S,LT09,holdout,57.46,FUSE,0.0,57.29,True,correct
XO.LA39..HH.2018.06.21.11.26.32,P,LA39,main,45.0,FUSE,1.0,44.98,True,correct
XO.LA39..HH.2018.06.21.11.26.32,S,LA39,main,60.02,FUSE,1.0,59.95,True,correct
XO.LA26..HH.2018.06.21.02.35.46,P,LA26,main,44.99,FUSE,13.6,45.17,True,correct
XO.LA26..HH.2018.06.21.02.35.46,S,LA26,main,60.16,FUSE,1.3,60.03,True,correct
XO.LT10..HH.2018.06.21.02.35.55,P,LT10,main,45.0,FUSE,1.3,44.89,True,correct
XO.LA29..HH.2018.06.21.02.36.18,S,LA29,main,45.0,ABSTAIN,11.0,,False,no_pick
XO.LA39..HH.2018.06.21.03.49.21,P,LA39,main,45.0,FUSE,14.2,45.05,True,correct
XO.LA39..HH.2018.06.21.03.49.21,S,LA39,main,59.84,FUSE,0.0,59.86,True,correct
XO.LD40..HH.2018.06.21.09.58.37,S,LD40,main,45.0,ROUTE,26.3,44.91,True,correct
XO.LT04..HH.2018.06.22.06.57.04,P,LT04,main,44.99,FUSE,1.0,44.93,True,correct
XO.LT04..HH.2018.06.22.06.57.04,S,LT04,main,74.14,FUSE,1.0,73.97,True,correct
XO.LT12..HH.2018.06.22.21.22.21,P,LT12,main,45.0,FUSE,12.3,44.915,True,correct
XO.LD41..HH.2018.06.22.03.32.52,S,LD41,holdout,44.99,ROUTE,21.3,44.95,True,correct
XO.LD38..HH.2018.06.22.14.46.31,P,LD38,main,45.0,ABSTAIN,21.3,,False,no_pick
XO.LD38..HH.2018.06.22.14.46.31,S,LD38,main,64.49,ROUTE,26.3,64.14,True,correct
XO.LT04..HH.2018.06.22.16.56.20,S,LT04,main,44.99,FUSE,10.0,44.905,True,correct
XO.LA39..HH.2018.06.23.02.56.00,P,LA39,holdout,44.99,FUSE,0.0,45.02,True,correct
XO.LA39..HH.2018.06.23.02.56.00,S,LA39,holdout,58.91,FUSE,0.0,58.9,True,correct
XO.LD40..HH.2018.06.23.09.28.37,P,LD40,main,45.0,ROUTE,21.3,45.05,True,correct
XO.LD40..HH.2018.06.23.09.28.37,S,LD40,main,66.4,ROUTE,21.3,66.66,True,correct
XO.LA39..HH.2018.06.23.09.28.49,S,LA39,main,45.0,FUSE,0.0,44.92,True,correct
XO.LT06..HH.2018.06.23.11.18.23,P,LT06,main,44.99,FUSE,4.3,45.075,True,correct
XO.LT06..HH.2018.06.23.11.18.23,S,LT06,main,56.88,FUSE,4.3,57.795,True,correct
XO.LT12..HH.2018.06.23.11.18.26,P,LT12,main,45.0,FUSE,1.0,45.02,True,correct
XO.LT12..HH.2018.06.23.11.18.26,S,LT12,main,59.67,FUSE,1.0,59.58,True,correct
XO.LT01..HH.2018.06.23.22.50.12,P,LT01,main,44.99,FUSE,10.0,45.06,True,correct
XO.LT01..HH.2018.06.23.22.50.12,S,LT01,main,68.67,FUSE,10.0,68.715,True,correct
XO.LA39..HH.2018.06.23.22.50.05,P,LA39,main,44.99,FUSE,0.0,45.05,True,correct
XO.LA39..HH.2018.06.23.22.50.05,S,LA39,main,59.4,FUSE,0.0,59.525,True,correct
XO.LD40..HH.2018.06.23.03.58.02,S,LD40,holdout,44.99,ROUTE,26.3,46.04,True,wrong
XO.LT01..HH.2018.06.23.03.58.04,S,LT01,holdout,45.0,FUSE,11.0,45.11,True,correct
XO.LD40..HH.2018.06.23.09.03.32,S,LD40,holdout,44.99,ROUTE,31.3,45.15,True,correct
XO.LD41..HH.2018.06.23.09.03.50,S,LD41,holdout,45.0,ROUTE,26.3,43.42,True,wrong
XO.LA39..HH.2018.06.23.10.49.45,S,LA39,holdout,44.99,ABSTAIN,6.0,,False,no_pick
XO.LD41..HH.2018.06.23.10.49.49,P,LD41,holdout,45.0,ROUTE,21.3,45.15,True,correct
XO.LD41..HH.2018.06.23.11.26.22,P,LD41,holdout,45.0,ROUTE,26.3,45.29,True,correct
XO.LT18..HH.2018.06.23.21.11.07,P,LT18,main,45.0,FUSE,9.3,45.05,True,correct
XO.LD41..HH.2018.06.24.21.53.25,P,LD41,main,45.0,ROUTE,26.3,45.09,True,correct
XO.LD41..HH.2018.06.24.21.53.25,S,LD41,main,76.64,ROUTE,26.3,76.32,True,correct
XO.LD40..HH.2018.06.24.21.53.31,S,LD40,main,45.0,ROUTE,21.3,44.58,True,correct
XO.LD40..HH.2018.06.24.03.05.14,S,LD40,main,45.0,ROUTE,31.3,45.23,True,correct
XO.LD40..HH.2018.06.24.06.41.24,P,LD40,main,44.99,ROUTE,21.3,45.09,True,correct
XO.LD40..HH.2018.06.24.06.41.24,S,LD40,main,68.51,ROUTE,21.3,68.31,True,correct
XO.LD41..HH.2018.06.24.06.41.33,P,LD41,holdout,44.99,ROUTE,26.3,44.22,True,wrong
XO.LD41..HH.2018.06.24.06.41.33,S,LD41,holdout,73.38,ROUTE,26.3,73.33,True,correct
XO.LT20..HH.2018.06.24.07.28.52,P,LT20,main,45.0,ROUTE,21.3,44.99,True,correct
XO.LT20..HH.2018.06.24.07.28.52,S,LT20,main,51.83,ROUTE,21.3,51.71,True,correct
XO.LD40..HH.2018.06.24.11.28.11,S,LD40,main,45.0,ROUTE,31.3,45.29,True,correct
XO.LA39..HH.2018.06.24.13.18.58,P,LA39,main,45.0,FUSE,6.0,45.015,True,correct
XO.LA39..HH.2018.06.24.13.18.58,S,LA39,main,60.1,FUSE,18.3,60.61,True,correct
XO.LT14..HH.2018.06.24.20.52.29,P,LT14,holdout,44.99,FUSE,4.3,45.015,True,correct
XO.LA39..HH.2018.06.25.06.46.14,S,LA39,main,44.99,FUSE,0.0,45.38,True,correct
XO.LA39..HH.2018.06.25.13.30.18,P,LA39,main,45.0,FUSE,1.0,45.02,True,correct
XO.LA39..HH.2018.06.25.13.30.18,S,LA39,main,59.82,FUSE,1.0,59.94,True,correct
XO.LD41..HH.2018.06.25.15.05.48,P,LD41,main,45.0,ROUTE,26.3,44.91,True,correct
XO.LT18..HH.2018.06.25.20.45.33,P,LT18,main,45.0,FUSE,9.3,44.91,True,correct
XO.LT14..HH.2018.06.26.04.06.48,P,LT14,main,44.99,ABSTAIN,56.3,,False,no_pick
XO.LT01..HH.2018.06.26.04.07.06,S,LT01,main,44.99,ABSTAIN,52.0,,False,no_pick
XO.LD45..HH.2018.06.26.23.50.41,P,LD45,main,45.0,ROUTE,26.3,45.01,True,correct
XO.LD45..HH.2018.06.27.00.26.02,P,LD45,main,45.0,ROUTE,26.3,44.9,True,correct
XO.LD38..HH.2018.06.27.15.38.33,P,LD38,main,45.0,ROUTE,21.3,44.97,True,correct
XO.LD38..HH.2018.06.27.15.38.33,S,LD38,main,62.84,ROUTE,21.3,63.14,True,correct
XO.LD40..HH.2018.06.27.15.38.37,P,LD40,holdout,45.0,ABSTAIN,7.8,,False,no_pick
XO.LD40..HH.2018.06.27.15.38.37,S,LD40,holdout,66.23,ROUTE,21.3,66.65,True,correct
XO.LD44..HH.2018.06.27.16.31.44,P,LD44,main,44.99,FUSE,7.8,44.905,True,correct
XO.LD44..HH.2018.06.27.16.31.44,S,LD44,main,63.64,ROUTE,26.3,63.3,True,correct
XO.LT13..HH.2018.06.27.16.31.58,P,LT13,main,44.99,FUSE,13.6,44.87,True,correct
XO.LT14..HH.2018.06.27.16.32.06,P,LT14,main,45.0,FUSE,4.3,45.005,True,correct
XO.LA39..HH.2018.06.27.21.35.03,P,LA39,main,45.0,ABSTAIN,15.2,,False,no_pick
XO.LA39..HH.2018.06.27.21.35.03,S,LA39,main,65.36,FUSE,1.0,65.77,True,correct
XO.LD40..HH.2018.06.27.21.35.07,P,LD40,holdout,44.99,ROUTE,21.3,44.1,True,wrong
XO.LD40..HH.2018.06.27.21.35.07,S,LD40,holdout,68.36,ROUTE,21.3,68.9,True,correct
XO.LD41..HH.2018.06.27.21.35.14,P,LD41,main,45.0,ROUTE,26.3,45.09,True,correct
XO.LD41..HH.2018.06.27.21.35.14,S,LD41,main,72.64,ROUTE,26.3,72.89,True,correct
XO.LA39..HH.2018.06.27.01.14.12,P,LA39,holdout,45.0,FUSE,11.0,45.045,True,correct
XO.LA39..HH.2018.06.27.01.14.12,S,LA39,holdout,59.58,FUSE,11.0,59.6,True,correct
XO.LT17..HH.2018.06.27.14.35.14,P,LT17,main,44.99,FUSE,1.3,45.02,True,correct
XO.LT17..HH.2018.06.27.14.35.14,S,LT17,main,60.6,FUSE,1.3,60.67,True,correct
XO.LT12..HH.2018.06.27.14.35.49,S,LT12,main,45.0,ABSTAIN,23.3,,False,no_pick
XO.LA39..HH.2018.06.27.15.03.47,P,LA39,main,45.0,FUSE,1.0,45.0,True,correct
XO.LA39..HH.2018.06.27.15.03.47,S,LA39,main,59.74,FUSE,1.0,60.13,True,correct
XO.LA39..HH.2018.06.27.18.15.52,P,LA39,main,44.99,FUSE,1.0,44.96,True,correct
XO.LA39..HH.2018.06.27.18.15.52,S,LA39,main,62.13,FUSE,1.0,62.34,True,correct
XO.LT01..HH.2018.06.27.18.42.22,S,LT01,main,44.99,FUSE,10.0,45.185,True,correct
XO.LD40..HH.2018.06.27.19.46.48,S,LD40,main,44.99,ROUTE,21.3,45.39,True,correct
XO.LT01..HH.2018.06.27.19.46.50,S,LT01,main,45.0,ABSTAIN,52.0,,False,no_pick
XO.LT10..HH.2018.06.27.21.27.30,P,LT10,main,44.99,FUSE,1.3,45.02,True,correct
XO.LT10..HH.2018.06.27.21.27.30,S,LT10,main,56.07,FUSE,13.6,55.64,True,correct
XO.LT16..HH.2018.06.27.21.27.36,P,LT16,main,45.0,ROUTE,34.3,45.02,True,correct
XO.LT04..HH.2018.06.29.01.00.03,P,LT04,main,44.99,FUSE,13.3,45.035,True,correct
XO.LD40..HH.2018.06.29.00.59.59,P,LD40,main,44.99,ABSTAIN,12.8,,False,no_pick
XO.LD40..HH.2018.06.29.00.59.59,S,LD40,main,72.17,ROUTE,26.3,72.1,True,correct
XO.LT01..HH.2018.06.29.02.22.56,P,LT01,holdout,45.0,ABSTAIN,5.0,,False,no_pick
XO.LT01..HH.2018.06.29.02.22.56,S,LT01,holdout,66.36,ABSTAIN,5.0,,False,no_pick
XO.LT16..HH.2018.06.29.05.18.13,P,LT16,holdout,45.0,FUSE,0.0,45.02,True,correct
XO.LA39..HH.2018.06.29.13.41.44,P,LA39,holdout,44.99,FUSE,11.0,44.855,True,correct
XO.LA39..HH.2018.06.29.13.41.44,S,LA39,holdout,59.58,FUSE,11.0,59.415,True,correct
XO.LT17..HH.2018.06.29.18.55.25,P,LT17,main,44.99,FUSE,1.3,44.96,True,correct
XO.LT17..HH.2018.06.29.18.55.25,S,LT17,main,51.22,FUSE,1.3,51.24,True,correct
XO.LT12..HH.2018.06.29.18.55.46,P,LT12,holdout,45.0,FUSE,6.0,44.78,True,correct
XO.LD41..HH.2018.06.29.21.37.47,P,LD41,main,45.0,ROUTE,26.3,44.41,True,wrong
XO.LT01..HH.2018.06.30.03.05.03,P,LT01,holdout,45.0,FUSE,5.0,44.8,True,correct
XO.LT01..HH.2018.06.30.03.05.03,S,LT01,holdout,70.13,FUSE,17.3,70.56,True,correct
XO.LT04..HH.2018.06.30.22.09.27,S,LT04,main,44.99,FUSE,1.0,44.99,True,correct
XO.LT12..HH.2018.06.30.03.41.12,P,LT12,main,44.99,FUSE,0.0,44.94,True,correct
XO.LT12..HH.2018.06.30.03.41.12,S,LT12,main,52.46,FUSE,0.0,52.65,True,correct
XO.LD36..HH.2018.06.30.03.41.20,P,LD36,holdout,44.99,ROUTE,21.3,45.01,True,correct
XO.LD36..HH.2018.06.30.03.41.20,S,LD36,holdout,57.82,ROUTE,21.3,58.64,True,correct
XO.LT06..HH.2018.06.30.03.41.20,P,LT06,main,45.0,FUSE,14.3,45.08,True,correct
XO.LT20..HH.2018.06.30.11.21.06,P,LT20,holdout,44.99,ROUTE,21.3,45.02,True,correct
XO.LT20..HH.2018.06.30.11.21.06,S,LT20,holdout,51.07,ROUTE,21.3,51.14,True,correct
XO.LD38..HH.2018.06.15.22.30.17,S,LD38,main,45.0,ROUTE,21.3,44.87,True,correct
