sample_id,phase,station,split,truth_s,selected_time_s,action,risk,verdict,auto_at_50pct,snr_db,gap_ratio,clipping_ratio,missing_channels,config_version,config_hash
XO.LD41..HH.2018.06.03.21.56.35,P,LD41,main,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,11.9,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.03.21.56.35,S,LD41,main,74.04,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,11.9,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT06..HH.2018.06.04.07.27.46,S,LT06,holdout,45.0,,ABSTAIN,27.8,no_pick,NOT_EVALUABLE,13.9,0.25,0.0008,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.04.08.53.49,P,LA39,main,45.0,,ABSTAIN,6.0,no_pick,NOT_EVALUABLE,7.7,0.0,0.0002,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.04.08.53.55,P,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.6,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.04.08.53.55,S,LD40,main,62.19,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.6,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA25..HH.2018.06.04.11.08.53,S,LA25,holdout,73.02,,ABSTAIN,46.3,no_pick,NOT_EVALUABLE,14.1,0.25,0.0011,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.04.14.18.52,S,LD40,holdout,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,13.5,0.25,0.0009,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.04.23.19.16,P,LD41,main,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,9.9,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.04.23.19.36,S,LT01,main,44.99,,ABSTAIN,57.0,no_pick,NOT_EVALUABLE,10.4,0.0,0.0025,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.04.09.04.57,P,LA39,holdout,44.99,,ABSTAIN,20.2,no_pick,NOT_EVALUABLE,6.9,0.0,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.04.09.04.57,S,LA39,holdout,60.03,112.87,FUSE,18.3,wrong,NOT_EVALUABLE,6.9,0.0,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.04.09.06.39,S,LA39,main,44.99,,ABSTAIN,47.0,no_pick,NOT_EVALUABLE,8.1,0.0,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.05.13.17.40,S,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,13.9,0.25,0.0004,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD36..HH.2018.06.05.15.48.02,P,LD36,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,16.7,0.25,0.0017,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD36..HH.2018.06.05.15.48.02,S,LD36,main,62.28,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,16.7,0.25,0.0017,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.05.15.48.13,P,LD41,main,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.9,0.25,0.0002,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.06.02.46.26,S,LD38,main,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,13.9,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.07.08.49.44,P,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.7,0.25,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.07.08.49.44,S,LD40,main,69.92,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.7,0.25,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT20..HH.2018.06.07.12.05.57,P,LT20,main,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,12.0,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT20..HH.2018.06.07.12.05.57,S,LT20,main,59.84,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,12.0,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.07.16.10.19,S,LD38,holdout,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,13.6,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT04..HH.2018.06.07.00.12.59,S,LT04,main,44.99,,ABSTAIN,53.0,no_pick,NOT_EVALUABLE,4.1,0.0,0.0006,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.07.01.10.09,S,LD40,holdout,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.8,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.07.04.18.38,S,LT01,main,44.99,,ABSTAIN,52.0,no_pick,NOT_EVALUABLE,9.4,0.0,0.0009,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.07.05.19.07,S,LT01,main,45.0,,ABSTAIN,16.0,no_pick,NOT_EVALUABLE,7.6,0.0,0.0029,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.07.07.54.27,S,LT01,main,44.99,,ABSTAIN,52.0,no_pick,NOT_EVALUABLE,9.9,0.0,0.0013,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT16..HH.2018.06.07.10.21.53,S,LT16,main,55.2,,ABSTAIN,42.0,no_pick,NOT_EVALUABLE,25.3,0.0,0.0009,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.07.10.22.20,P,LD41,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,12.8,0.25,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT06..HH.2018.06.07.14.11.41,P,LT06,holdout,45.0,,ABSTAIN,27.8,no_pick,NOT_EVALUABLE,15.6,0.25,0.0045,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.07.20.53.26,S,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,9.7,0.25,0.0006,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT13..HH.2018.06.07.22.52.30,P,LT13,main,44.99,,ABSTAIN,43.3,no_pick,NOT_EVALUABLE,1.1,0.0,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.09.09.54.02,P,LD40,main,44.99,,ROUTE,41.3,no_pick,NOT_EVALUABLE,8.9,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.09.09.54.02,S,LD40,main,70.08,,ROUTE,41.3,no_pick,NOT_EVALUABLE,8.9,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.09.14.56.05,P,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,13.1,0.25,0.0011,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.09.14.56.05,S,LD40,main,61.22,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,13.1,0.25,0.0011,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.09.08.43.43,P,LA39,main,45.0,,ABSTAIN,29.5,no_pick,NOT_EVALUABLE,6.6,0.0,0.001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.09.12.03.23,S,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.3,0.25,0.0031,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT18..HH.2018.06.09.17.49.02,S,LT18,main,50.75,,ABSTAIN,46.3,no_pick,NOT_EVALUABLE,15.9,0.25,0.0033,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA28..HH.2018.06.09.23.45.12,S,LA28,main,44.99,,ABSTAIN,46.3,no_pick,NOT_EVALUABLE,13.3,0.25,0.005,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD36..HH.2018.06.10.09.41.22,S,LD36,main,44.99,,ABSTAIN,31.3,no_pick,NOT_EVALUABLE,15.7,0.25,0.0023,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA33..HH.2018.06.11.01.19.13,P,LA33,main,45.0,46.155,FUSE,13.3,wrong,NOT_EVALUABLE,3.4,0.0,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT04..HH.2018.06.11.01.19.42,S,LT04,main,45.0,,ABSTAIN,6.0,no_pick,NOT_EVALUABLE,4.7,0.0,0.0013,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT06..HH.2018.06.11.16.27.35,P,LT06,holdout,45.0,,ABSTAIN,9.3,no_pick,NOT_EVALUABLE,15.5,0.25,0.0019,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD36..HH.2018.06.11.16.27.43,S,LD36,main,68.32,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.5,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA28..HH.2018.06.11.16.27.43,P,LA28,main,44.99,,ABSTAIN,9.3,no_pick,NOT_EVALUABLE,17.8,0.25,0.0003,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.11.10.42.15,P,LD41,main,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.5,0.25,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.11.10.42.15,S,LD41,main,76.24,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.5,0.25,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.11.11.37.35,P,LD41,main,45.0,,ABSTAIN,31.3,no_pick,NOT_EVALUABLE,10.4,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT18..HH.2018.06.11.14.24.15,P,LT18,main,44.99,,ABSTAIN,46.3,no_pick,NOT_EVALUABLE,10.5,0.25,0.0021,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT18..HH.2018.06.11.14.24.15,S,LT18,main,59.76,,ABSTAIN,46.3,no_pick,NOT_EVALUABLE,10.5,0.25,0.0021,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.12.07.45.33,P,LT01,main,44.99,,ABSTAIN,48.0,no_pick,NOT_EVALUABLE,5.6,0.0,0.0024,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.12.11.07.57,P,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.7,0.25,0.0002,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.12.11.07.57,S,LD40,main,66.04,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.7,0.25,0.0002,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.12.16.24.38,S,LT01,holdout,69.87,71.27,FUSE,0.0,wrong,NOT_EVALUABLE,14.8,0.0,0.0035,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.13.18.40.04,P,LD38,main,45.0,,ABSTAIN,7.8,no_pick,NOT_EVALUABLE,12.5,0.25,0.0013,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.13.18.40.04,S,LD38,main,54.1,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.5,0.25,0.0013,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT04..HH.2018.06.13.09.46.21,S,LT04,main,44.99,85.61,FUSE,6.0,wrong,NOT_EVALUABLE,3.8,0.0,0.0012,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.13.16.20.04,S,LD38,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.2,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.13.23.44.16,P,LD40,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,11.9,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.14.16.47.48,P,LD40,main,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,17.6,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.14.16.47.48,S,LD40,main,65.68,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,17.6,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.14.16.47.51,S,LT01,main,66.48,68.6,FUSE,17.3,wrong,NOT_EVALUABLE,12.6,0.0,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.15.00.14.28,P,LA39,holdout,45.0,,ABSTAIN,11.0,no_pick,NOT_EVALUABLE,7.0,0.0,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA29..HH.2018.06.16.02.51.48,P,LA29,holdout,45.0,44.16,FUSE,0.0,wrong,NOT_EVALUABLE,21.3,0.0,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD45..HH.2018.06.16.02.51.59,P,LD45,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,11.2,0.25,0.0002,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD45..HH.2018.06.16.02.51.59,S,LD45,main,78.11,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,11.2,0.25,0.0002,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.16.18.21.43,P,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,10.4,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.16.18.21.43,S,LD40,main,64.35,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,10.4,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.17.04.31.57,P,LD38,holdout,45.0,,ABSTAIN,7.8,no_pick,NOT_EVALUABLE,27.7,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.17.04.31.57,S,LD38,holdout,61.96,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,27.7,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.18.21.45.13,S,LT01,main,44.99,,ABSTAIN,38.5,no_pick,NOT_EVALUABLE,9.1,0.0,0.0013,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.18.21.44.45,P,LD40,main,44.99,,ABSTAIN,36.3,no_pick,NOT_EVALUABLE,9.9,0.25,0.0004,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.18.21.44.45,S,LD40,main,79.1,,ABSTAIN,36.3,no_pick,NOT_EVALUABLE,9.9,0.25,0.0004,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT10..HH.2018.06.19.20.20.27,S,LT10,holdout,58.75,60.45,FUSE,1.3,wrong,NOT_EVALUABLE,2.1,0.0,0.001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA34..HH.2018.06.19.20.20.37,S,LA34,main,44.99,,ABSTAIN,6.0,no_pick,NOT_EVALUABLE,5.8,0.0,0.0011,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA25..HH.2018.06.19.18.55.00,S,LA25,main,44.99,,ABSTAIN,56.3,no_pick,NOT_EVALUABLE,11.6,0.25,0.0012,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.19.19.45.46,S,LD40,main,44.99,,ABSTAIN,31.3,no_pick,NOT_EVALUABLE,12.3,0.25,0.0004,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT04..HH.2018.06.20.21.38.21,S,LT04,main,55.57,57.24,FUSE,1.0,wrong,NOT_EVALUABLE,7.5,0.0,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD36..HH.2018.06.20.21.38.27,P,LD36,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,13.9,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD36..HH.2018.06.20.21.38.27,S,LD36,main,62.43,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,13.9,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.20.21.38.34,P,LD40,main,45.0,,ABSTAIN,44.8,no_pick,NOT_EVALUABLE,12.3,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.20.21.38.34,S,LD40,main,68.97,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.3,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.20.21.38.40,P,LD41,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,10.9,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT17..HH.2018.06.20.23.01.47,P,LT17,main,44.99,,ABSTAIN,53.0,no_pick,NOT_EVALUABLE,4.7,0.0,0.0012,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT09..HH.2018.06.20.04.53.40,S,LT09,main,45.0,,ABSTAIN,38.5,no_pick,NOT_EVALUABLE,12.1,0.0,0.0037,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA21..HH.2018.06.20.05.24.43,S,LA21,main,61.51,,ABSTAIN,41.3,no_pick,NOT_EVALUABLE,8.6,0.25,0.0002,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT14..HH.2018.06.20.05.24.56,P,LT14,holdout,45.0,,ABSTAIN,19.3,no_pick,NOT_EVALUABLE,18.1,0.25,0.0027,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.20.10.34.49,S,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,10.7,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.20.11.13.16,P,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.4,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.20.11.13.16,S,LD40,main,57.82,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.4,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA25..HH.2018.06.20.11.13.35,S,LA25,main,44.99,,ABSTAIN,52.8,no_pick,NOT_EVALUABLE,13.9,0.25,0.0002,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.20.10.19.47,S,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.7,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT06..HH.2018.06.20.12.57.38,S,LT06,main,44.99,,ABSTAIN,37.8,no_pick,NOT_EVALUABLE,12.4,0.25,0.0012,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA29..HH.2018.06.21.02.36.18,S,LA29,main,45.0,,ABSTAIN,11.0,no_pick,NOT_EVALUABLE,7.5,0.0,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.21.09.58.37,S,LD40,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,12.2,0.25,0.0004,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.22.03.32.52,S,LD41,holdout,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,10.9,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.22.14.46.31,P,LD38,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,15.0,0.25,0.0011,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.22.14.46.31,S,LD38,main,64.49,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,15.0,0.25,0.0011,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.23.09.28.37,P,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.1,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.23.09.28.37,S,LD40,main,66.4,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.1,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.23.03.58.02,S,LD40,holdout,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,11.8,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.23.09.03.32,S,LD40,holdout,44.99,,ABSTAIN,31.3,no_pick,NOT_EVALUABLE,12.5,0.25,0.0002,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.23.09.03.50,S,LD41,holdout,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,12.9,0.25,0.0006,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
